"Ma","T","U:0","U:1","U:2","p","rho","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
1.9978,300,694.73,0,0,1.0132e+05,1.174,1,0,0,0.464,1
1.9978,300,694.73,7.9572e-11,0,1.0132e+05,1.174,1,0.0025,0.0025,0.464,1
1.9978,300,694.73,1.5914e-10,0,1.0132e+05,1.174,1,0.005,0.005,0.464,1
1.9978,300,694.73,2.3872e-10,0,1.0132e+05,1.174,1,0.0075,0.0075,0.464,1
1.9978,300,694.73,3.1829e-10,0,1.0132e+05,1.174,1,0.01,0.01,0.464,1
1.9978,300,694.73,3.9786e-10,0,1.0132e+05,1.174,1,0.0125,0.0125,0.464,1
1.9978,300,694.73,4.7743e-10,0,1.0132e+05,1.174,1,0.015,0.015,0.464,1
1.9978,300,694.73,5.57e-10,0,1.0132e+05,1.174,1,0.0175,0.0175,0.464,1
1.9978,300,694.73,6.3657e-10,0,1.0132e+05,1.174,1,0.02,0.02,0.464,1
1.9978,300,694.73,7.1615e-10,0,1.0132e+05,1.174,1,0.0225,0.0225,0.464,1
1.9978,300,694.73,7.9572e-10,0,1.0132e+05,1.174,1,0.025,0.025,0.464,1
1.9978,300,694.73,8.7529e-10,0,1.0132e+05,1.174,1,0.0275,0.0275,0.464,1
1.9978,300,694.73,9.5486e-10,0,1.0132e+05,1.174,1,0.03,0.03,0.464,1
1.9978,300,694.73,1.0483e-09,0,1.0132e+05,1.174,1,0.0325,0.0325,0.464,1
1.9978,300,694.73,1.1556e-09,0,1.0132e+05,1.174,1,0.035,0.035,0.464,1
1.9978,300,694.73,1.2628e-09,0,1.0132e+05,1.174,1,0.0375,0.0375,0.464,1
1.9978,300,694.73,1.3701e-09,0,1.0132e+05,1.174,1,0.04,0.04,0.464,1
1.9978,300,694.73,1.4774e-09,0,1.0132e+05,1.174,1,0.0425,0.0425,0.464,1
1.9978,300,694.73,1.5846e-09,0,1.0132e+05,1.174,1,0.045,0.045,0.464,1
1.9978,300,694.73,1.6919e-09,0,1.0132e+05,1.174,1,0.0475,0.0475,0.464,1
1.9978,300,694.73,1.7992e-09,0,1.0132e+05,1.174,1,0.05,0.05,0.464,1
1.9978,300,694.73,1.9064e-09,0,1.0132e+05,1.174,1,0.0525,0.0525,0.464,1
1.9978,300,694.73,2.0137e-09,0,1.0132e+05,1.174,1,0.055,0.055,0.464,1
1.9978,300,694.73,2.121e-09,0,1.0132e+05,1.174,1,0.0575,0.0575,0.464,1
1.9978,300,694.73,2.2283e-09,0,1.0132e+05,1.174,1,0.06,0.06,0.464,1
1.9978,300,694.73,2.3355e-09,0,1.0132e+05,1.174,1,0.0625,0.0625,0.464,1
1.9978,300,694.73,2.515e-09,0,1.0132e+05,1.174,1,0.065,0.065,0.464,1
1.9978,300,694.73,2.6945e-09,0,1.0132e+05,1.174,1,0.0675,0.0675,0.464,1
1.9978,300,694.73,2.874e-09,0,1.0132e+05,1.174,1,0.07,0.07,0.464,1
1.9978,300,694.73,3.0535e-09,0,1.0132e+05,1.174,1,0.0725,0.0725,0.464,1
1.9978,300,694.73,3.2329e-09,0,1.0132e+05,1.174,1,0.075,0.075,0.464,1
1.9978,300,694.73,3.4124e-09,0,1.0132e+05,1.174,1,0.0775,0.0775,0.464,1
1.9978,300,694.73,3.5919e-09,0,1.0132e+05,1.174,1,0.08,0.08,0.464,1
1.9978,300,694.73,3.7714e-09,0,1.0132e+05,1.174,1,0.0825,0.0825,0.464,1
1.9978,300,694.73,3.9509e-09,0,1.0132e+05,1.174,1,0.085,0.085,0.464,1
1.9978,300,694.73,4.1303e-09,0,1.0132e+05,1.174,1,0.0875,0.0875,0.464,1
1.9978,300,694.73,4.3098e-09,0,1.0132e+05,1.174,1,0.09,0.09,0.464,1
