"Ma","T","U:0","U:1","U:2","ddt0(rho)","ddt0(rho,K)","ddt0(rho,U):0","ddt0(rho,U):1","ddt0(rho,U):2","ddt0(rho,e)","ddt0(thermo:psi,p)","ddtCorrDdt0(rho,U):0","ddtCorrDdt0(rho,U):1","ddtCorrDdt0(rho,U):2","p","rho","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
1.3722,392.74,530,131.62,-8.6068e-18,-2.957e-07,-0.069905,-0.00020099,-5.4869e-05,-5.6417e-23,-0.0039301,-2.957e-07,-0.00020099,-5.4869e-05,-5.6417e-23,2.2619e+05,2.0019,1,0.35555,0.843,0.093639,1
1.3722,392.74,530,131.64,-8.0512e-18,-3.0325e-07,-0.070736,-0.00020445,-5.5814e-05,-5.2775e-23,-0.004348,-3.0325e-07,-0.00020445,-5.5814e-05,-5.2775e-23,2.262e+05,2.0019,1,0.35659,0.844,0.093912,1
1.3722,392.74,529.99,131.67,-7.4956e-18,-3.1079e-07,-0.071567,-0.00020791,-5.6758e-05,-4.9133e-23,-0.004766,-3.1079e-07,-0.00020791,-5.6758e-05,-4.9133e-23,2.262e+05,2.0019,1,0.35763,0.845,0.094185,1
1.3722,392.74,529.99,131.69,-6.94e-18,-3.1834e-07,-0.072398,-0.00021137,-5.7703e-05,-4.5491e-23,-0.0051839,-3.1834e-07,-0.00021137,-5.7703e-05,-4.5491e-23,2.262e+05,2.0019,1,0.35866,0.846,0.094458,1
1.3722,392.74,529.98,131.71,-6.3844e-18,-3.2589e-07,-0.073228,-0.00021483,-5.8647e-05,-4.1849e-23,-0.0056018,-3.2589e-07,-0.00021483,-5.8647e-05,-4.1849e-23,2.262e+05,2.0019,1,0.3597,0.847,0.094731,1
1.3722,392.74,529.98,131.73,-5.8287e-18,-3.3343e-07,-0.074059,-0.00021829,-5.9592e-05,-3.8207e-23,-0.0060198,-3.3343e-07,-0.00021829,-5.9592e-05,-3.8207e-23,2.262e+05,2.0019,1,0.36074,0.848,0.095004,1
1.3722,392.74,529.97,131.76,-5.2731e-18,-3.4098e-07,-0.07489,-0.00022175,-6.0536e-05,-3.4565e-23,-0.0064377,-3.4098e-07,-0.00022175,-6.0536e-05,-3.4565e-23,2.262e+05,2.0019,1,0.36177,0.849,0.095277,1
1.3722,392.74,529.97,131.78,-4.7175e-18,-3.4852e-07,-0.075721,-0.00022521,-6.1481e-05,-3.0923e-23,-0.0068557,-3.4852e-07,-0.00022521,-6.1481e-05,-3.0923e-23,2.262e+05,2.0019,1,0.36281,0.85,0.09555,1
1.3722,392.74,529.96,131.8,-4.1619e-18,-3.5607e-07,-0.076551,-0.00022866,-6.2425e-05,-2.7281e-23,-0.0072736,-3.5607e-07,-0.00022866,-6.2425e-05,-2.7281e-23,2.262e+05,2.0019,1,0.36384,0.851,0.095823,1
1.3722,392.74,529.96,131.82,-3.6063e-18,-3.6361e-07,-0.077382,-0.00023212,-6.3369e-05,-2.3639e-23,-0.0076915,-3.6361e-07,-0.00023212,-6.3369e-05,-2.3639e-23,2.262e+05,2.0019,1,0.36488,0.852,0.096096,1
1.3722,392.74,529.95,131.85,-3.0507e-18,-3.7116e-07,-0.078213,-0.00023558,-6.4314e-05,-1.9997e-23,-0.0081094,-3.7116e-07,-0.00023558,-6.4314e-05,-1.9997e-23,2.262e+05,2.0019,1,0.36592,0.853,0.096369,1
1.3722,392.74,529.94,131.87,-2.4951e-18,-3.7871e-07,-0.079044,-0.00023904,-6.5258e-05,-1.6355e-23,-0.0085273,-3.7871e-07,-0.00023904,-6.5258e-05,-1.6355e-23,2.262e+05,2.0019,1,0.36695,0.854,0.096642,1
1.3722,392.74,529.94,131.89,-1.9394e-18,-3.8625e-07,-0.079875,-0.0002425,-6.6203e-05,-1.2713e-23,-0.0089453,-3.8625e-07,-0.0002425,-6.6203e-05,-1.2713e-23,2.262e+05,2.0019,1,0.36799,0.855,0.096915,1
1.3722,392.74,529.93,131.91,-1.3838e-18,-3.938e-07,-0.080705,-0.00024596,-6.7147e-05,-9.0707e-24,-0.0093632,-3.938e-07,-0.00024596,-6.7147e-05,-9.0707e-24,2.262e+05,2.0019,1,0.36903,0.856,0.097188,1
1.3722,392.74,529.93,131.94,-8.282e-19,-4.0134e-07,-0.081536,-0.00024942,-6.8092e-05,-5.4287e-24,-0.0097811,-4.0134e-07,-0.00024942,-6.8092e-05,-5.4287e-24,2.262e+05,2.0019,1,0.37006,0.857,0.097461,1
1.3722,392.74,529.92,131.96,-2.7259e-19,-4.0889e-07,-0.082367,-0.00025288,-6.9036e-05,-1.7868e-24,-0.010199,-4.0889e-07,-0.00025288,-6.9036e-05,-1.7868e-24,2.262e+05,2.0019,1,0.3711,0.858,0.097734,1
1.3722,392.74,529.92,131.98,-2.8479e-19,-4.179e-07,-0.083291,-0.0002569,-7.0132e-05,-6.2165e-24,-0.010725,-4.179e-07,-0.0002569,-7.0132e-05,-6.2165e-24,2.262e+05,2.0019,1,0.37214,0.859,0.098007,1
1.3722,392.74,529.91,132,-8.4379e-19,-4.2832e-07,-0.084304,-0.00026144,-7.1372e-05,-1.8419e-23,-0.011356,-4.2832e-07,-0.00026144,-7.1372e-05,-1.8419e-23,2.262e+05,2.0019,1,0.37317,0.86,0.09828,1
1.3722,392.74,529.91,132.02,-1.4028e-18,-4.3874e-07,-0.085318,-0.00026598,-7.2613e-05,-3.0621e-23,-0.011987,-4.3874e-07,-0.00026598,-7.2613e-05,-3.0621e-23,2.262e+05,2.0019,1,0.37421,0.861,0.098553,1
1.3722,392.74,529.91,132.04,-1.9618e-18,-4.4917e-07,-0.086331,-0.00027053,-7.3853e-05,-4.2824e-23,-0.012617,-4.4917e-07,-0.00027053,-7.3853e-05,-4.2824e-23,2.2619e+05,2.0019,1,0.37525,0.862,0.098826,1
1.3722,392.74,529.9,132.06,-2.5208e-18,-4.5959e-07,-0.087345,-0.00027507,-7.5094e-05,-5.5026e-23,-0.013248,-4.5959e-07,-0.00027507,-7.5094e-05,-5.5026e-23,2.2619e+05,2.0019,1,0.37628,0.863,0.099099,1
1.3722,392.74,529.9,132.08,-3.0799e-18,-4.7001e-07,-0.088358,-0.00027962,-7.6335e-05,-6.723e-23,-0.013879,-4.7001e-07,-0.00027962,-7.6335e-05,-6.723e-23,2.2619e+05,2.0018,1,0.37732,0.864,0.099372,1
1.3722,392.74,529.9,132.1,-3.6389e-18,-4.8043e-07,-0.089372,-0.00028416,-7.7575e-05,-7.9432e-23,-0.014509,-4.8043e-07,-0.00028416,-7.7575e-05,-7.9432e-23,2.2619e+05,2.0018,1,0.37836,0.865,0.099645,1
1.3722,392.74,529.89,132.12,-4.1979e-18,-4.9085e-07,-0.090385,-0.0002887,-7.8816e-05,-9.1634e-23,-0.01514,-4.9085e-07,-0.0002887,-7.8816e-05,-9.1634e-23,2.2619e+05,2.0018,1,0.37939,0.866,0.099918,1
1.3722,392.74,529.89,132.14,-4.7569e-18,-5.0127e-07,-0.091399,-0.00029325,-8.0056e-05,-1.0384e-22,-0.01577,-5.0127e-07,-0.00029325,-8.0056e-05,-1.0384e-22,2.2619e+05,2.0018,1,0.38043,0.867,0.10019,1
1.3722,392.74,529.88,132.16,-5.3159e-18,-5.1169e-07,-0.092412,-0.00029779,-8.1297e-05,-1.1604e-22,-0.016401,-5.1169e-07,-0.00029779,-8.1297e-05,-1.1604e-22,2.2619e+05,2.0018,1,0.38147,0.868,0.10046,1
1.3722,392.75,529.88,132.18,-5.8749e-18,-5.2212e-07,-0.093426,-0.00030234,-8.2537e-05,-1.2824e-22,-0.017032,-5.2212e-07,-0.00030234,-8.2537e-05,-1.2824e-22,2.2619e+05,2.0018,1,0.3825,0.869,0.10074,1
1.3722,392.75,529.88,132.2,-6.4339e-18,-5.3254e-07,-0.094439,-0.00030688,-8.3778e-05,-1.4045e-22,-0.017662,-5.3254e-07,-0.00030688,-8.3778e-05,-1.4045e-22,2.2618e+05,2.0018,1,0.38354,0.87,0.10101,1
1.3722,392.75,529.87,132.22,-6.9929e-18,-5.4296e-07,-0.095453,-0.00031142,-8.5018e-05,-1.5265e-22,-0.018293,-5.4296e-07,-0.00031142,-8.5018e-05,-1.5265e-22,2.2618e+05,2.0018,1,0.38458,0.871,0.10128,1
1.3722,392.75,529.87,132.24,-7.552e-18,-5.5338e-07,-0.096466,-0.00031597,-8.6259e-05,-1.6485e-22,-0.018924,-5.5338e-07,-0.00031597,-8.6259e-05,-1.6485e-22,2.2618e+05,2.0017,1,0.38561,0.872,0.10156,1
1.3722,392.75,529.87,132.26,-8.111e-18,-5.638e-07,-0.09748,-0.00032051,-8.75e-05,-1.7705e-22,-0.019554,-5.638e-07,-0.00032051,-8.75e-05,-1.7705e-22,2.2618e+05,2.0017,1,0.38665,0.873,0.10183,1
1.3722,392.75,529.86,132.28,-8.67e-18,-5.7422e-07,-0.098493,-0.00032506,-8.874e-05,-1.8926e-22,-0.020185,-5.7422e-07,-0.00032506,-8.874e-05,-1.8926e-22,2.2618e+05,2.0017,1,0.38769,0.874,0.1021,1
1.3723,392.75,529.86,132.3,-9.229e-18,-5.8464e-07,-0.099507,-0.0003296,-8.9981e-05,-2.0146e-22,-0.020815,-5.8464e-07,-0.0003296,-8.9981e-05,-2.0146e-22,2.2618e+05,2.0017,1,0.38872,0.875,0.10238,1
1.3723,392.75,529.85,132.32,-9.788e-18,-5.9507e-07,-0.10052,-0.00033414,-9.1221e-05,-2.1366e-22,-0.021446,-5.9507e-07,-0.00033414,-9.1221e-05,-2.1366e-22,2.2618e+05,2.0017,1,0.38976,0.876,0.10265,1
1.3723,392.75,529.85,132.34,-1.0347e-17,-6.0549e-07,-0.10153,-0.00033869,-9.2462e-05,-2.2586e-22,-0.022077,-6.0549e-07,-0.00033869,-9.2462e-05,-2.2586e-22,2.2617e+05,2.0017,1,0.3908,0.877,0.10292,1
1.3723,392.75,529.85,132.36,-1.0547e-17,-6.1856e-07,-0.10266,-0.00034413,-9.3948e-05,-2.3024e-22,-0.022936,-6.1856e-07,-0.00034413,-9.3948e-05,-2.3024e-22,2.2617e+05,2.0017,1,0.39183,0.878,0.10319,1
1.3723,392.75,529.84,132.38,-1.0547e-17,-6.3312e-07,-0.10385,-0.00035008,-9.5572e-05,-2.3024e-22,-0.023923,-6.3312e-07,-0.00035008,-9.5572e-05,-2.3024e-22,2.2617e+05,2.0017,1,0.39287,0.879,0.10347,1
1.3723,392.74,529.84,132.4,-1.0547e-17,-6.4768e-07,-0.10503,-0.00035603,-9.7196e-05,-2.3024e-22,-0.02491,-6.4768e-07,-0.00035603,-9.7196e-05,-2.3024e-22,2.2617e+05,2.0016,1,0.39391,0.88,0.10374,1
1.3723,392.74,529.84,132.42,-1.0547e-17,-6.6224e-07,-0.10622,-0.00036198,-9.882e-05,-2.3024e-22,-0.025897,-6.6224e-07,-0.00036198,-9.882e-05,-2.3024e-22,2.2617e+05,2.0016,1,0.39494,0.881,0.10401,1
1.3723,392.74,529.84,132.43,-1.0547e-17,-6.768e-07,-0.10741,-0.00036793,-0.00010044,-2.3024e-22,-0.026884,-6.768e-07,-0.00036793,-0.00010044,-2.3024e-22,2.2616e+05,2.0016,1,0.39598,0.882,0.10429,1
1.3723,392.74,529.83,132.45,-1.0547e-17,-6.9136e-07,-0.10859,-0.00037387,-0.00010207,-2.3024e-22,-0.027871,-6.9136e-07,-0.00037387,-0.00010207,-2.3024e-22,2.2616e+05,2.0016,1,0.39702,0.883,0.10456,1
1.3723,392.74,529.83,132.47,-1.0547e-17,-7.0592e-07,-0.10978,-0.00037982,-0.00010369,-2.3024e-22,-0.028858,-7.0592e-07,-0.00037982,-0.00010369,-2.3024e-22,2.2616e+05,2.0016,1,0.39805,0.884,0.10483,1
1.3723,392.74,529.83,132.49,-1.0547e-17,-7.2047e-07,-0.11097,-0.00038577,-0.00010532,-2.3024e-22,-0.029845,-7.2047e-07,-0.00038577,-0.00010532,-2.3024e-22,2.2616e+05,2.0015,1,0.39909,0.885,0.1051,1
1.3723,392.74,529.83,132.51,-1.0547e-17,-7.3503e-07,-0.11215,-0.00039172,-0.00010694,-2.3024e-22,-0.030832,-7.3503e-07,-0.00039172,-0.00010694,-2.3024e-22,2.2616e+05,2.0015,1,0.40013,0.886,0.10538,1
1.3723,392.74,529.82,132.53,-1.0547e-17,-7.4959e-07,-0.11334,-0.00039767,-0.00010856,-2.3024e-22,-0.031819,-7.4959e-07,-0.00039767,-0.00010856,-2.3024e-22,2.2615e+05,2.0015,1,0.40116,0.887,0.10565,1
1.3723,392.74,529.82,132.54,-1.0547e-17,-7.6415e-07,-0.11453,-0.00040361,-0.00011019,-2.3024e-22,-0.032806,-7.6415e-07,-0.00040361,-0.00011019,-2.3024e-22,2.2615e+05,2.0015,1,0.4022,0.888,0.10592,1
1.3723,392.74,529.82,132.56,-1.0547e-17,-7.7871e-07,-0.11572,-0.00040956,-0.00011181,-2.3024e-22,-0.033793,-7.7871e-07,-0.00040956,-0.00011181,-2.3024e-22,2.2615e+05,2.0015,1,0.40324,0.889,0.1062,1
1.3723,392.74,529.81,132.58,-1.0547e-17,-7.9327e-07,-0.1169,-0.00041551,-0.00011343,-2.3024e-22,-0.03478,-7.9327e-07,-0.00041551,-0.00011343,-2.3024e-22,2.2615e+05,2.0015,1,0.40427,0.89,0.10647,1
1.3723,392.74,529.81,132.6,-1.0547e-17,-8.0783e-07,-0.11809,-0.00042146,-0.00011506,-2.3024e-22,-0.035767,-8.0783e-07,-0.00042146,-0.00011506,-2.3024e-22,2.2614e+05,2.0014,1,0.40531,0.891,0.10674,1
1.3723,392.74,529.81,132.62,-1.0547e-17,-8.2239e-07,-0.11928,-0.00042741,-0.00011668,-2.3024e-22,-0.036754,-8.2239e-07,-0.00042741,-0.00011668,-2.3024e-22,2.2614e+05,2.0014,1,0.40635,0.892,0.10702,1
1.3723,392.74,529.81,132.64,-1.0547e-17,-8.3695e-07,-0.12046,-0.00043335,-0.00011831,-2.3024e-22,-0.037741,-8.3695e-07,-0.00043335,-0.00011831,-2.3024e-22,2.2614e+05,2.0014,1,0.40738,0.893,0.10729,1
1.3724,392.74,529.8,132.65,-1.0547e-17,-8.515e-07,-0.12165,-0.0004393,-0.00011993,-2.3024e-22,-0.038728,-8.515e-07,-0.0004393,-0.00011993,-2.3024e-22,2.2614e+05,2.0014,1,0.40842,0.894,0.10756,1
1.3724,392.74,529.8,132.67,-1.0547e-17,-8.6606e-07,-0.12284,-0.00044525,-0.00012155,-2.3024e-22,-0.039715,-8.6606e-07,-0.00044525,-0.00012155,-2.3024e-22,2.2614e+05,2.0014,1,0.40945,0.895,0.10784,1
1.3724,392.74,529.8,132.69,-1.0547e-17,-8.8062e-07,-0.12403,-0.0004512,-0.00012318,-2.3024e-22,-0.040703,-8.8062e-07,-0.0004512,-0.00012318,-2.3024e-22,2.2613e+05,2.0013,1,0.41049,0.896,0.10811,1
1.3724,392.74,529.8,132.71,-1.0549e-17,-8.9972e-07,-0.12526,-0.00045845,-0.00012516,-2.443e-22,-0.042152,-8.9972e-07,-0.00045845,-0.00012516,-2.443e-22,2.2613e+05,2.0013,1,0.41153,0.897,0.10838,1
1.3724,392.74,529.79,132.72,-1.0551e-17,-9.2015e-07,-0.12652,-0.00046607,-0.00012724,-2.6248e-22,-0.043738,-9.2015e-07,-0.00046607,-0.00012724,-2.6248e-22,2.2613e+05,2.0013,1,0.41256,0.898,0.10865,1
1.3724,392.74,529.79,132.74,-1.0554e-17,-9.4057e-07,-0.12777,-0.0004737,-0.00012932,-2.8066e-22,-0.045323,-9.4057e-07,-0.0004737,-0.00012932,-2.8066e-22,2.2613e+05,2.0013,1,0.4136,0.899,0.10893,1
1.3724,392.74,529.79,132.76,-1.0556e-17,-9.6099e-07,-0.12902,-0.00048132,-0.0001314,-2.9884e-22,-0.046908,-9.6099e-07,-0.00048132,-0.0001314,-2.9884e-22,2.2612e+05,2.0013,1,0.41464,0.9,0.1092,1
1.3724,392.74,529.79,132.77,-1.0558e-17,-9.8142e-07,-0.13028,-0.00048895,-0.00013348,-3.1702e-22,-0.048494,-9.8142e-07,-0.00048895,-0.00013348,-3.1702e-22,2.2612e+05,2.0012,1,0.41567,0.901,0.10947,1
1.3724,392.74,529.78,132.79,-1.056e-17,-1.0018e-06,-0.13153,-0.00049657,-0.00013556,-3.352e-22,-0.050079,-1.0018e-06,-0.00049657,-0.00013556,-3.352e-22,2.2612e+05,2.0012,1,0.41671,0.902,0.10975,1
1.3724,392.74,529.78,132.81,-1.0563e-17,-1.0223e-06,-0.13279,-0.0005042,-0.00013765,-3.5338e-22,-0.051664,-1.0223e-06,-0.0005042,-0.00013765,-3.5338e-22,2.2612e+05,2.0012,1,0.41775,0.903,0.11002,1
1.3724,392.74,529.78,132.82,-1.0565e-17,-1.0427e-06,-0.13404,-0.00051182,-0.00013973,-3.7156e-22,-0.053249,-1.0427e-06,-0.00051182,-0.00013973,-3.7156e-22,2.2612e+05,2.0012,1,0.41878,0.904,0.11029,1
1.3724,392.74,529.78,132.84,-1.0567e-17,-1.0631e-06,-0.13529,-0.00051945,-0.00014181,-3.8974e-22,-0.054835,-1.0631e-06,-0.00051945,-0.00014181,-3.8974e-22,2.2611e+05,2.0012,1,0.41982,0.905,0.11056,1
1.3724,392.74,529.77,132.86,-1.0569e-17,-1.0835e-06,-0.13655,-0.00052708,-0.00014389,-4.0792e-22,-0.05642,-1.0835e-06,-0.00052708,-0.00014389,-4.0792e-22,2.2611e+05,2.0011,1,0.42086,0.906,0.11084,1
1.3724,392.74,529.77,132.87,-1.0572e-17,-1.104e-06,-0.1378,-0.0005347,-0.00014597,-4.261e-22,-0.058005,-1.104e-06,-0.0005347,-0.00014597,-4.261e-22,2.2611e+05,2.0011,1,0.42189,0.907,0.11111,1
1.3724,392.74,529.77,132.89,-1.0574e-17,-1.1244e-06,-0.13905,-0.00054233,-0.00014806,-4.4428e-22,-0.059591,-1.1244e-06,-0.00054233,-0.00014806,-4.4428e-22,2.2611e+05,2.0011,1,0.42293,0.908,0.11138,1
1.3724,392.74,529.77,132.91,-1.0576e-17,-1.1448e-06,-0.14031,-0.00054995,-0.00015014,-4.6246e-22,-0.061176,-1.1448e-06,-0.00054995,-0.00015014,-4.6246e-22,2.261e+05,2.0011,1,0.42397,0.909,0.11166,1
1.3724,392.74,529.77,132.92,-1.0578e-17,-1.1652e-06,-0.14156,-0.00055758,-0.00015222,-4.8064e-22,-0.062761,-1.1652e-06,-0.00055758,-0.00015222,-4.8064e-22,2.261e+05,2.0011,1,0.425,0.91,0.11193,1
1.3725,392.74,529.76,132.94,-1.0581e-17,-1.1857e-06,-0.14281,-0.0005652,-0.0001543,-4.9882e-22,-0.064347,-1.1857e-06,-0.0005652,-0.0001543,-4.9882e-22,2.261e+05,2.001,1,0.42604,0.911,0.1122,1
1.3725,392.74,529.76,132.96,-1.0583e-17,-1.2061e-06,-0.14407,-0.00057283,-0.00015638,-5.17e-22,-0.065932,-1.2061e-06,-0.00057283,-0.00015638,-5.17e-22,2.261e+05,2.001,1,0.42708,0.912,0.11248,1
1.3725,392.74,529.76,132.97,-1.0585e-17,-1.2265e-06,-0.14532,-0.00058045,-0.00015846,-5.3518e-22,-0.067517,-1.2265e-06,-0.00058045,-0.00015846,-5.3518e-22,2.2609e+05,2.001,1,0.42811,0.913,0.11275,1
1.3725,392.74,529.76,132.99,-1.0587e-17,-1.2469e-06,-0.14657,-0.00058808,-0.00016055,-5.5336e-22,-0.069102,-1.2469e-06,-0.00058808,-0.00016055,-5.5336e-22,2.2609e+05,2.001,1,0.42915,0.914,0.11302,1
1.3725,392.74,529.75,133.01,-1.0589e-17,-1.2674e-06,-0.14783,-0.00059571,-0.00016263,-5.7154e-22,-0.070688,-1.2674e-06,-0.00059571,-0.00016263,-5.7154e-22,2.2609e+05,2.001,1,0.43019,0.915,0.1133,1
1.3725,392.74,529.75,133.02,-1.1609e-17,-1.2948e-06,-0.14881,-0.00060473,-0.00016509,-6.5701e-22,-0.073192,-1.2948e-06,-0.00060473,-0.00016509,-6.5701e-22,2.2609e+05,2.0009,1,0.43122,0.916,0.11357,1
1.3725,392.74,529.75,133.04,-1.2735e-17,-1.323e-06,-0.14977,-0.00061389,-0.00016759,-7.4949e-22,-0.075791,-1.323e-06,-0.00061389,-0.00016759,-7.4949e-22,2.2608e+05,2.0009,1,0.43226,0.917,0.11384,1
1.3725,392.74,529.75,133.05,-1.386e-17,-1.3512e-06,-0.15072,-0.00062306,-0.0001701,-8.4197e-22,-0.078391,-1.3512e-06,-0.00062306,-0.0001701,-8.4197e-22,2.2608e+05,2.0009,1,0.4333,0.918,0.11411,1
1.3725,392.74,529.75,133.07,-1.4986e-17,-1.3793e-06,-0.15167,-0.00063223,-0.0001726,-9.3446e-22,-0.080991,-1.3793e-06,-0.00063223,-0.0001726,-9.3446e-22,2.2608e+05,2.0009,1,0.43433,0.919,0.11439,1
1.3725,392.74,529.74,133.08,-1.6111e-17,-1.4075e-06,-0.15263,-0.0006414,-0.0001751,-1.0269e-21,-0.08359,-1.4075e-06,-0.0006414,-0.0001751,-1.0269e-21,2.2608e+05,2.0009,1,0.43537,0.92,0.11466,1
1.3725,392.74,529.74,133.1,-1.7237e-17,-1.4357e-06,-0.15358,-0.00065056,-0.0001776,-1.1194e-21,-0.08619,-1.4357e-06,-0.00065056,-0.0001776,-1.1194e-21,2.2608e+05,2.0009,1,0.43641,0.921,0.11493,1
1.3725,392.74,529.74,133.11,-1.8362e-17,-1.4639e-06,-0.15454,-0.00065973,-0.00018011,-1.2119e-21,-0.088789,-1.4639e-06,-0.00065973,-0.00018011,-1.2119e-21,2.2607e+05,2.0008,1,0.43744,0.922,0.11521,1
1.3725,392.74,529.74,133.13,-1.9488e-17,-1.492e-06,-0.15549,-0.0006689,-0.00018261,-1.3044e-21,-0.091389,-1.492e-06,-0.0006689,-0.00018261,-1.3044e-21,2.2607e+05,2.0008,1,0.43848,0.923,0.11548,1
1.3725,392.74,529.73,133.14,-2.0613e-17,-1.5202e-06,-0.15645,-0.00067806,-0.00018511,-1.3969e-21,-0.093989,-1.5202e-06,-0.00067806,-0.00018511,-1.3969e-21,2.2607e+05,2.0008,1,0.43952,0.924,0.11575,1
1.3725,392.74,529.73,133.16,-2.1739e-17,-1.5484e-06,-0.1574,-0.00068723,-0.00018761,-1.4893e-21,-0.096588,-1.5484e-06,-0.00068723,-0.00018761,-1.4893e-21,2.2607e+05,2.0008,1,0.44055,0.925,0.11603,1
1.3725,392.74,529.73,133.17,-2.2864e-17,-1.5766e-06,-0.15836,-0.0006964,-0.00019012,-1.5818e-21,-0.099188,-1.5766e-06,-0.0006964,-0.00019012,-1.5818e-21,2.2607e+05,2.0008,1,0.44159,0.926,0.1163,1
1.3725,392.74,529.73,133.19,-2.399e-17,-1.6047e-06,-0.15931,-0.00070556,-0.00019262,-1.6743e-21,-0.10179,-1.6047e-06,-0.00070556,-0.00019262,-1.6743e-21,2.2606e+05,2.0007,1,0.44263,0.927,0.11657,1
1.3725,392.74,529.73,133.21,-2.5115e-17,-1.6329e-06,-0.16027,-0.00071473,-0.00019512,-1.7668e-21,-0.10439,-1.6329e-06,-0.00071473,-0.00019512,-1.7668e-21,2.2606e+05,2.0007,1,0.44366,0.928,0.11684,1
1.3725,392.74,529.72,133.22,-2.6241e-17,-1.6611e-06,-0.16122,-0.0007239,-0.00019762,-1.8593e-21,-0.10699,-1.6611e-06,-0.0007239,-0.00019762,-1.8593e-21,2.2606e+05,2.0007,1,0.4447,0.929,0.11712,1
1.3726,392.74,529.72,133.24,-2.7366e-17,-1.6892e-06,-0.16218,-0.00073306,-0.00020013,-1.9517e-21,-0.10959,-1.6892e-06,-0.00073306,-0.00020013,-1.9517e-21,2.2606e+05,2.0007,1,0.44574,0.93,0.11739,1
1.3726,392.74,529.72,133.25,-2.8492e-17,-1.7174e-06,-0.16313,-0.00074223,-0.00020263,-2.0442e-21,-0.11219,-1.7174e-06,-0.00074223,-0.00020263,-2.0442e-21,2.2605e+05,2.0007,1,0.44677,0.931,0.11766,1
1.3726,392.74,529.72,133.27,-2.9617e-17,-1.7456e-06,-0.16408,-0.0007514,-0.00020513,-2.1367e-21,-0.11479,-1.7456e-06,-0.0007514,-0.00020513,-2.1367e-21,2.2605e+05,2.0006,1,0.44781,0.932,0.11794,1
1.3726,392.74,529.72,133.28,-3.0743e-17,-1.7738e-06,-0.16504,-0.00076057,-0.00020763,-2.2292e-21,-0.11739,-1.7738e-06,-0.00076057,-0.00020763,-2.2292e-21,2.2605e+05,2.0006,1,0.44885,0.933,0.11821,1
1.3726,392.74,529.71,133.3,-3.1826e-17,-1.8023e-06,-0.16595,-0.00076976,-0.00021014,-2.3199e-21,-0.12004,-1.8023e-06,-0.00076976,-0.00021014,-2.3199e-21,2.2605e+05,2.0006,1,0.44988,0.934,0.11848,1
1.3726,392.74,529.71,133.31,-3.1828e-17,-1.8401e-06,-0.16585,-0.00077965,-0.00021284,-2.3656e-21,-0.12413,-1.8401e-06,-0.00077965,-0.00021284,-2.3656e-21,2.2605e+05,2.0006,1,0.45092,0.935,0.11875,1
1.3726,392.74,529.71,133.33,-3.1831e-17,-1.8779e-06,-0.16575,-0.00078953,-0.00021554,-2.4112e-21,-0.12822,-1.8779e-06,-0.00078953,-0.00021554,-2.4112e-21,2.2604e+05,2.0006,1,0.45196,0.936,0.11903,1
1.3726,392.74,529.71,133.34,-3.1833e-17,-1.9157e-06,-0.16564,-0.00079942,-0.00021824,-2.4569e-21,-0.13231,-1.9157e-06,-0.00079942,-0.00021824,-2.4569e-21,2.2604e+05,2.0006,1,0.45299,0.937,0.1193,1
1.3726,392.74,529.7,133.35,-3.1835e-17,-1.9535e-06,-0.16554,-0.00080931,-0.00022094,-2.5026e-21,-0.1364,-1.9535e-06,-0.00080931,-0.00022094,-2.5026e-21,2.2604e+05,2.0005,1,0.45403,0.938,0.11957,1
1.3726,392.74,529.7,133.37,-3.1837e-17,-1.9913e-06,-0.16544,-0.0008192,-0.00022364,-2.5483e-21,-0.14049,-1.9913e-06,-0.0008192,-0.00022364,-2.5483e-21,2.2604e+05,2.0005,1,0.45507,0.939,0.11985,1
1.3726,392.74,529.7,133.38,-3.184e-17,-2.0291e-06,-0.16534,-0.00082908,-0.00022634,-2.5939e-21,-0.14458,-2.0291e-06,-0.00082908,-0.00022634,-2.5939e-21,2.2604e+05,2.0005,1,0.4561,0.94,0.12012,1
1.3726,392.74,529.7,133.4,-3.1842e-17,-2.0669e-06,-0.16523,-0.00083897,-0.00022904,-2.6396e-21,-0.14867,-2.0669e-06,-0.00083897,-0.00022904,-2.6396e-21,2.2603e+05,2.0005,1,0.45714,0.941,0.12039,1
1.3726,392.74,529.7,133.41,-3.1844e-17,-2.1047e-06,-0.16513,-0.00084886,-0.00023174,-2.6853e-21,-0.15276,-2.1047e-06,-0.00084886,-0.00023174,-2.6853e-21,2.2603e+05,2.0005,1,0.45817,0.942,0.12067,1
1.3726,392.74,529.69,133.42,-3.1846e-17,-2.1425e-06,-0.16503,-0.00085875,-0.00023444,-2.7309e-21,-0.15685,-2.1425e-06,-0.00085875,-0.00023444,-2.7309e-21,2.2603e+05,2.0005,1,0.45921,0.943,0.12094,1
1.3726,392.74,529.69,133.44,-3.1848e-17,-2.1802e-06,-0.16492,-0.00086863,-0.00023714,-2.7766e-21,-0.16094,-2.1802e-06,-0.00086863,-0.00023714,-2.7766e-21,2.2603e+05,2.0004,1,0.46025,0.944,0.12121,1
1.3726,392.74,529.69,133.45,-3.1851e-17,-2.218e-06,-0.16482,-0.00087852,-0.00023983,-2.8223e-21,-0.16503,-2.218e-06,-0.00087852,-0.00023983,-2.8223e-21,2.2603e+05,2.0004,1,0.46128,0.945,0.12149,1
