"Ma","T","U:0","U:1","U:2","p","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
1.534,383.37,605.43,99.557,7.0878e-19,2.551e+05,1,0.038323,0.536,0.01314,1
1.5327,384.29,604.64,102.31,2.2102e-19,2.569e+05,1,0.039388,0.537,0.013505,1
1.5315,385.16,603.88,105.04,2.5954e-19,2.5851e+05,1,0.040452,0.538,0.01387,1
1.5304,385.99,603.15,107.75,7.3413e-19,2.5996e+05,1,0.041517,0.539,0.014235,1
1.5294,386.82,602.41,110.47,1.2087e-18,2.6141e+05,1,0.042581,0.54,0.0146,1
1.5284,387.65,601.68,113.18,1.6832e-18,2.6285e+05,1,0.043646,0.541,0.014965,1
1.5275,388.42,600.99,115.87,1.7772e-18,2.6404e+05,1,0.04471,0.542,0.01533,1
1.5268,389.17,600.31,118.54,1.7771e-18,2.6516e+05,1,0.045775,0.543,0.015695,1
1.526,389.92,599.63,121.21,1.777e-18,2.6628e+05,1,0.046839,0.544,0.01606,1
1.5252,390.66,598.95,123.88,1.7502e-18,2.6738e+05,1,0.047904,0.545,0.016425,1
1.5246,391.34,598.31,126.5,1.2744e-18,2.6819e+05,1,0.048968,0.546,0.01679,1
1.5241,392.01,597.67,129.12,7.9856e-19,2.69e+05,1,0.050033,0.547,0.017155,1
1.5235,392.69,597.04,131.75,3.2275e-19,2.6981e+05,1,0.051097,0.548,0.01752,1
1.523,393.34,596.41,134.35,1.3576e-19,2.7052e+05,1,0.052162,0.549,0.017885,1
1.5226,393.94,595.82,136.91,5.8902e-19,2.7104e+05,1,0.053227,0.55,0.01825,1
1.5223,394.54,595.22,139.47,1.0422e-18,2.7155e+05,1,0.054291,0.551,0.018615,1
1.5219,395.14,594.63,142.04,1.4954e-18,2.7207e+05,1,0.055356,0.552,0.01898,1
1.5216,395.71,594.05,144.57,1.6921e-18,2.7243e+05,1,0.05642,0.553,0.019345,1
1.5214,396.24,593.49,147.07,1.6918e-18,2.7267e+05,1,0.057485,0.554,0.01971,1
1.5212,396.77,592.93,149.57,1.6915e-18,2.7291e+05,1,0.058549,0.555,0.020075,1
1.521,397.3,592.37,152.07,1.6913e-18,2.7315e+05,1,0.059614,0.556,0.02044,1
1.5209,397.78,591.84,154.51,1.6769e-18,2.7318e+05,1,0.060678,0.557,0.020805,1
1.5209,398.25,591.31,156.95,1.6594e-18,2.7317e+05,1,0.061743,0.558,0.02117,1
1.5208,398.72,590.78,159.38,1.6419e-18,2.7316e+05,1,0.062807,0.559,0.021535,1
1.5208,399.18,590.26,161.81,1.6257e-18,2.7313e+05,1,0.063872,0.56,0.0219,1
1.5209,399.58,589.76,164.18,1.6254e-18,2.7288e+05,1,0.064936,0.561,0.022265,1
1.5209,399.99,589.26,166.54,1.6251e-18,2.7264e+05,1,0.066001,0.562,0.02263,1
1.521,400.39,588.76,168.91,1.6248e-18,2.7239e+05,1,0.067065,0.563,0.022995,1
1.5211,400.77,588.27,171.25,1.6182e-18,2.7207e+05,1,0.06813,0.564,0.02336,1
1.5213,401.12,587.8,173.55,1.5987e-18,2.7161e+05,1,0.069194,0.565,0.023725,1
1.5215,401.46,587.33,175.84,1.5792e-18,2.7115e+05,1,0.070259,0.566,0.02409,1
1.5217,401.81,586.86,178.14,1.5597e-18,2.7068e+05,1,0.071324,0.567,0.024455,1
1.522,402.12,586.41,180.39,1.5515e-18,2.7011e+05,1,0.072388,0.568,0.02482,1
1.5223,402.41,585.96,182.62,1.5512e-18,2.6945e+05,1,0.073453,0.569,0.025185,1
1.5226,402.7,585.52,184.84,1.5509e-18,2.6879e+05,1,0.074517,0.57,0.02555,1
1.5229,402.98,585.07,187.07,1.5506e-18,2.6814e+05,1,0.075582,0.571,0.025915,1
1.5233,403.23,584.64,189.23,8.694e-19,2.6733e+05,1,0.076646,0.572,0.02628,1
1.5237,403.46,584.22,191.39,5.7565e-20,2.6649e+05,1,0.077711,0.573,0.026645,1
1.5241,403.7,583.8,193.54,-7.5417e-19,2.6566e+05,1,0.078775,0.574,0.02701,1
1.5245,403.93,583.38,195.69,-1.4896e-18,2.6481e+05,1,0.07984,0.575,0.027375,1
1.525,404.12,582.98,197.77,-1.4872e-18,2.6381e+05,1,0.080904,0.576,0.02774,1
1.5254,404.3,582.58,199.86,-1.4848e-18,2.6282e+05,1,0.081969,0.577,0.028105,1
1.5259,404.49,582.18,201.94,-1.4823e-18,2.6183e+05,1,0.083033,0.578,0.02847,1
1.5264,404.66,581.79,204,-1.2128e-18,2.6078e+05,1,0.084098,0.579,0.028835,1
1.527,404.8,581.41,206.01,-4.4384e-19,2.5965e+05,1,0.085162,0.58,0.0292,1
1.5276,404.94,581.03,208.03,3.2499e-19,2.5851e+05,1,0.086227,0.581,0.029565,1
1.5281,405.07,580.65,210.04,1.0938e-18,2.5737e+05,1,0.087292,0.582,0.02993,1
1.5287,405.19,580.28,212.01,1.3972e-18,2.5616e+05,1,0.088356,0.583,0.030295,1
1.5293,405.28,579.92,213.95,1.3943e-18,2.549e+05,1,0.089421,0.584,0.03066,1
1.53,405.38,579.56,215.9,1.3913e-18,2.5364e+05,1,0.090485,0.585,0.031025,1
1.5306,405.47,579.19,217.84,1.3883e-18,2.5238e+05,1,0.09155,0.586,0.03139,1
1.5313,405.53,578.85,219.73,7.6621e-19,2.5102e+05,1,0.092614,0.587,0.031755,1
1.5319,405.59,578.5,221.61,4.1564e-20,2.4966e+05,1,0.093679,0.588,0.03212,1
1.5326,405.64,578.16,223.48,-6.8299e-19,2.4829e+05,1,0.094743,0.589,0.032485,1
1.5333,405.69,577.82,225.35,-1.3639e-18,2.4691e+05,1,0.095808,0.59,0.03285,1
1.534,405.71,577.48,227.16,-1.7008e-18,2.4545e+05,1,0.096872,0.591,0.033215,1
1.5348,405.73,577.15,228.97,-2.0375e-18,2.4399e+05,1,0.097937,0.592,0.03358,1
1.5355,405.75,576.81,230.78,-2.3741e-18,2.4253e+05,1,0.099001,0.593,0.033945,1
1.5362,405.75,576.48,232.57,-2.4582e-18,2.4104e+05,1,0.10007,0.594,0.03431,1
1.537,405.73,576.15,234.32,-2.1071e-18,2.3951e+05,1,0.10113,0.595,0.034675,1
1.5377,405.71,575.81,236.07,-1.756e-18,2.3797e+05,1,0.10219,0.596,0.03504,1
1.5384,405.7,575.48,237.82,-1.405e-18,2.3644e+05,1,0.10326,0.597,0.035405,1
1.5392,405.66,575.14,239.54,-1.061e-18,2.3488e+05,1,0.10432,0.598,0.03577,1
1.5399,405.61,574.8,241.25,-7.213e-19,2.3329e+05,1,0.10539,0.599,0.036135,1
1.5407,405.56,574.45,242.95,-3.816e-19,2.3171e+05,1,0.10645,0.6,0.0365,1
1.5414,405.5,574.11,244.65,-4.1963e-20,2.3013e+05,1,0.10752,0.601,0.036865,1
1.5421,405.43,573.76,246.31,-3.161e-21,2.2852e+05,1,0.10858,0.602,0.03723,1
1.5429,405.35,573.41,247.97,-6.8358e-21,2.2692e+05,1,0.10965,0.603,0.037595,1
1.5436,405.27,573.06,249.63,-1.0583e-20,2.2531e+05,1,0.11071,0.604,0.03796,1
1.5444,405.18,572.7,251.28,-1.1192e-20,2.237e+05,1,0.11178,0.605,0.038325,1
1.5451,405.07,572.35,252.91,9.3807e-21,2.2209e+05,1,0.11284,0.606,0.03869,1
1.5459,404.96,571.99,254.54,2.9873e-20,2.2048e+05,1,0.1139,0.607,0.039055,1
1.5466,404.86,571.63,256.16,5.0285e-20,2.1887e+05,1,0.11497,0.608,0.03942,1
1.5474,404.74,571.27,257.78,6.2653e-20,2.1726e+05,1,0.11603,0.609,0.039785,1
1.5481,404.6,570.9,259.37,6.2299e-20,2.1567e+05,1,0.1171,0.61,0.04015,1
1.5489,404.47,570.54,260.97,6.1943e-20,2.1407e+05,1,0.11816,0.611,0.040515,1
1.5497,404.34,570.17,262.56,6.1586e-20,2.1247e+05,1,0.11923,0.612,0.04088,1
1.5504,404.19,569.8,264.14,4.8185e-20,2.1088e+05,1,0.12029,0.613,0.041245,1
1.5512,404.03,569.43,265.72,2.753e-20,2.0931e+05,1,0.12136,0.614,0.04161,1
1.552,403.87,569.06,267.29,6.9523e-21,2.0773e+05,1,0.12242,0.615,0.041975,1
1.5528,403.72,568.7,268.86,-1.3545e-20,2.0616e+05,1,0.12349,0.616,0.04234,1
1.5536,403.54,568.32,270.41,2.2684e-19,2.0461e+05,1,0.12455,0.617,0.042705,1
1.5543,403.36,567.95,271.96,4.9781e-19,2.0307e+05,1,0.12561,0.618,0.04307,1
1.5551,403.19,567.58,273.51,7.6884e-19,2.0153e+05,1,0.12668,0.619,0.043435,1
1.5559,403,567.21,275.05,9.9993e-19,1.9999e+05,1,0.12774,0.62,0.0438,1
1.5568,402.81,566.84,276.58,1.0043e-18,1.9849e+05,1,0.12881,0.621,0.044165,1
1.5576,402.61,566.47,278.11,1.0088e-18,1.9699e+05,1,0.12987,0.622,0.04453,1
1.5584,402.41,566.1,279.63,1.0134e-18,1.9548e+05,1,0.13094,0.623,0.044895,1
1.5592,402.21,565.73,281.15,1.0091e-18,1.94e+05,1,0.132,0.624,0.04526,1
1.56,402,565.36,282.66,9.9179e-19,1.9254e+05,1,0.13307,0.625,0.045625,1
1.5609,401.78,564.99,284.17,9.7447e-19,1.9109e+05,1,0.13413,0.626,0.04599,1
1.5617,401.57,564.62,285.68,9.5715e-19,1.8963e+05,1,0.1352,0.627,0.046355,1
1.5626,401.34,564.25,287.17,9.5133e-19,1.882e+05,1,0.13626,0.628,0.04672,1
1.5634,401.11,563.88,288.66,9.5147e-19,1.868e+05,1,0.13732,0.629,0.047085,1
1.5643,400.88,563.51,290.15,9.516e-19,1.8539e+05,1,0.13839,0.63,0.04745,1
1.5651,400.65,563.14,291.63,9.5174e-19,1.8398e+05,1,0.13945,0.631,0.047815,1
1.566,400.41,562.78,293.1,9.3739e-19,1.8262e+05,1,0.14052,0.632,0.04818,1
1.5669,400.17,562.41,294.57,9.2168e-19,1.8126e+05,1,0.14158,0.633,0.048545,1
1.5678,399.92,562.05,296.04,9.0598e-19,1.799e+05,1,0.14265,0.634,0.04891,1
1.5687,399.68,561.69,297.5,8.9208e-19,1.7855e+05,1,0.14371,0.635,0.049275,1
1.5696,399.42,561.33,298.95,8.8708e-19,1.7725e+05,1,0.14478,0.636,0.04964,1
1.5705,399.16,560.97,300.4,8.82e-19,1.7594e+05,1,0.14584,0.637,0.050005,1
1.5714,398.91,560.61,301.84,8.7684e-19,1.7464e+05,1,0.14691,0.638,0.05037,1
1.5723,398.65,560.25,303.28,7.487e-19,1.7336e+05,1,0.14797,0.639,0.050735,1
1.5732,398.38,559.9,304.71,4.5311e-19,1.721e+05,1,0.14903,0.64,0.0511,1
1.5741,398.11,559.55,306.13,1.5763e-19,1.7085e+05,1,0.1501,0.641,0.051465,1
1.575,397.85,559.19,307.56,-1.3776e-19,1.696e+05,1,0.15116,0.642,0.05183,1
1.576,397.57,558.84,308.97,-2.2908e-19,1.6838e+05,1,0.15223,0.643,0.052195,1
1.5769,397.3,558.5,310.37,-2.2342e-19,1.6718e+05,1,0.15329,0.644,0.05256,1
1.5779,397.02,558.15,311.77,-2.1768e-19,1.6599e+05,1,0.15436,0.645,0.052925,1
1.5788,396.74,557.8,313.18,-2.1187e-19,1.6479e+05,1,0.15542,0.646,0.05329,1
1.5797,396.46,557.46,314.56,-1.5338e-19,1.6364e+05,1,0.15649,0.647,0.053655,1
1.5807,396.18,557.12,315.94,-9.1171e-20,1.6249e+05,1,0.15755,0.648,0.05402,1
1.5817,395.89,556.78,317.32,-2.9037e-20,1.6134e+05,1,0.15862,0.649,0.054385,1
1.5826,395.61,556.44,318.7,-1.6031e-20,1.6021e+05,1,0.15968,0.65,0.05475,1
1.5836,395.31,556.11,320.05,-2.16e-19,1.5911e+05,1,0.16074,0.651,0.055115,1
1.5846,395.02,555.77,321.41,-4.1592e-19,1.5802e+05,1,0.16181,0.652,0.05548,1
1.5855,394.73,555.44,322.76,-6.1582e-19,1.5692e+05,1,0.16287,0.653,0.055845,1
1.5865,394.44,555.11,324.11,-7.2728e-19,1.5585e+05,1,0.16394,0.654,0.05621,1
1.5875,394.14,554.79,325.44,-7.2709e-19,1.548e+05,1,0.165,0.655,0.056575,1
1.5885,393.84,554.46,326.77,-7.2689e-19,1.5376e+05,1,0.16607,0.656,0.05694,1
1.5894,393.54,554.14,328.1,-7.267e-19,1.5271e+05,1,0.16713,0.657,0.057305,1
1.5904,393.24,553.82,329.42,-5.8712e-19,1.517e+05,1,0.1682,0.658,0.05767,1
1.5914,392.94,553.5,330.72,-3.8686e-19,1.5071e+05,1,0.16926,0.659,0.058035,1
1.5924,392.64,553.18,332.03,-1.8662e-19,1.4971e+05,1,0.17032,0.66,0.0584,1
1.5934,392.34,552.86,333.33,1.3586e-20,1.4872e+05,1,0.17139,0.661,0.058765,1
1.5944,392.03,552.55,334.61,2.3478e-20,1.4777e+05,1,0.17245,0.662,0.05913,1
1.5954,391.73,552.24,335.89,2.3629e-20,1.4682e+05,1,0.17352,0.663,0.059495,1
1.5964,391.42,551.93,337.17,2.378e-20,1.4587e+05,1,0.17458,0.664,0.05986,1
1.5974,391.11,551.63,338.45,-1.4329e-20,1.4493e+05,1,0.17565,0.665,0.060225,1
1.5984,390.81,551.33,339.7,-1.9993e-19,1.4403e+05,1,0.17671,0.666,0.06059,1
1.5994,390.5,551.02,340.95,-3.8558e-19,1.4313e+05,1,0.17778,0.667,0.060955,1
1.6004,390.19,550.72,342.2,-5.713e-19,1.4223e+05,1,0.17884,0.668,0.06132,1
1.6014,389.88,550.43,343.44,-6.7147e-19,1.4135e+05,1,0.17991,0.669,0.061685,1
1.6025,389.57,550.13,344.67,-6.7143e-19,1.4049e+05,1,0.18097,0.67,0.06205,1
1.6035,389.26,549.84,345.89,-6.7139e-19,1.3963e+05,1,0.18203,0.671,0.062415,1
1.6045,388.94,549.55,347.12,-6.7134e-19,1.3877e+05,1,0.1831,0.672,0.06278,1
1.6055,388.63,549.26,348.32,-4.1627e-19,1.3795e+05,1,0.18416,0.673,0.063145,1
1.6065,388.32,548.97,349.52,-5.9665e-20,1.3713e+05,1,0.18523,0.674,0.06351,1
1.6075,388.01,548.69,350.72,2.9696e-19,1.3632e+05,1,0.18629,0.675,0.063875,1
1.6085,387.7,548.4,351.91,6.5362e-19,1.355e+05,1,0.18736,0.676,0.06424,1
1.6095,387.38,548.13,353.08,6.7116e-19,1.3472e+05,1,0.18842,0.677,0.064605,1
1.6106,387.07,547.85,354.25,6.7829e-19,1.3395e+05,1,0.18949,0.678,0.06497,1
1.6116,386.76,547.57,355.42,6.855e-19,1.3318e+05,1,0.19055,0.679,0.065335,1
1.6126,386.44,547.3,356.58,6.5132e-19,1.3241e+05,1,0.19162,0.68,0.0657,1
1.6136,386.13,547.03,357.73,4.7406e-19,1.3167e+05,1,0.19268,0.681,0.066065,1
1.6146,385.82,546.76,358.87,2.9674e-19,1.3094e+05,1,0.19374,0.682,0.06643,1
1.6156,385.51,546.49,360.01,1.1935e-19,1.302e+05,1,0.19481,0.683,0.066795,1
1.6166,385.19,546.23,361.14,2.3594e-20,1.2949e+05,1,0.19587,0.684,0.06716,1
1.6176,384.88,545.97,362.25,1.6462e-20,1.2879e+05,1,0.19694,0.685,0.067525,1
1.6187,384.57,545.7,363.36,9.2494e-21,1.2809e+05,1,0.198,0.686,0.06789,1
1.6197,384.26,545.44,364.47,1.954e-21,1.2739e+05,1,0.19907,0.687,0.068255,1
1.6207,383.95,545.19,365.57,0,1.2672e+05,1,0.20013,0.688,0.06862,1
1.6217,383.64,544.93,366.65,0,1.2605e+05,1,0.2012,0.689,0.068985,1
1.6227,383.32,544.68,367.73,0,1.2539e+05,1,0.20226,0.69,0.06935,1
1.6237,383.01,544.43,368.82,0,1.2473e+05,1,0.20333,0.691,0.069715,1
1.6247,382.7,544.18,369.87,7.5068e-21,1.241e+05,1,0.20439,0.692,0.07008,1
1.6257,382.4,543.94,370.93,1.518e-20,1.2347e+05,1,0.20545,0.693,0.070445,1
1.6267,382.09,543.69,371.99,2.2937e-20,1.2284e+05,1,0.20652,0.694,0.07081,1
1.6277,381.78,543.45,373.04,2.8898e-20,1.2222e+05,1,0.20758,0.695,0.071175,1
1.6287,381.47,543.21,374.06,2.9054e-20,1.2162e+05,1,0.20865,0.696,0.07154,1
1.6297,381.16,542.97,375.09,2.9206e-20,1.2102e+05,1,0.20971,0.697,0.071905,1
1.6307,380.86,542.73,376.12,2.9361e-20,1.2042e+05,1,0.21078,0.698,0.07227,1
1.6317,380.55,542.5,377.14,9.8493e-20,1.1984e+05,1,0.21184,0.699,0.072635,1
1.6327,380.25,542.27,378.14,2.3705e-19,1.1927e+05,1,0.21291,0.7,0.073,1
1.6336,379.94,542.03,379.14,3.755e-19,1.187e+05,1,0.21397,0.701,0.073365,1
1.6346,379.64,541.8,380.14,5.1385e-19,1.1814e+05,1,0.21504,0.702,0.07373,1
1.6356,379.33,541.58,381.12,5.4801e-19,1.1759e+05,1,0.2161,0.703,0.074095,1
1.6366,379.03,541.35,382.09,5.4797e-19,1.1705e+05,1,0.21716,0.704,0.07446,1
1.6376,378.73,541.13,383.06,5.4794e-19,1.1651e+05,1,0.21823,0.705,0.074825,1
1.6385,378.43,540.9,384.03,5.4687e-19,1.1597e+05,1,0.21929,0.706,0.07519,1
1.6395,378.13,540.69,384.98,4.0879e-19,1.1546e+05,1,0.22036,0.707,0.075555,1
1.6405,377.83,540.47,385.93,2.7083e-19,1.1495e+05,1,0.22142,0.708,0.07592,1
1.6414,377.53,540.25,386.87,1.3296e-19,1.1444e+05,1,0.22249,0.709,0.076285,1
1.6424,377.24,540.04,387.81,3.1347e-20,1.1393e+05,1,0.22355,0.71,0.07665,1
1.6433,376.94,539.83,388.73,3.1502e-20,1.1345e+05,1,0.22462,0.711,0.077015,1
1.6443,376.65,539.62,389.65,3.1659e-20,1.1296e+05,1,0.22568,0.712,0.07738,1
1.6453,376.35,539.4,390.57,3.1817e-20,1.1248e+05,1,0.22674,0.713,0.077745,1
1.6462,376.06,539.2,391.48,1.0235e-19,1.12e+05,1,0.22781,0.714,0.07811,1
1.6471,375.77,538.99,392.37,2.3865e-19,1.1154e+05,1,0.22887,0.715,0.078475,1
1.6481,375.48,538.79,393.26,3.7495e-19,1.1108e+05,1,0.22994,0.716,0.07884,1
1.649,375.19,538.58,394.15,5.1122e-19,1.1062e+05,1,0.231,0.717,0.079205,1
1.65,374.9,538.39,395.03,5.4245e-19,1.1017e+05,1,0.23207,0.718,0.07957,1
1.6509,374.61,538.19,395.89,5.4257e-19,1.0973e+05,1,0.23313,0.719,0.079935,1
1.6518,374.32,537.99,396.76,5.427e-19,1.0929e+05,1,0.2342,0.72,0.0803,1
1.6528,374.04,537.79,397.63,5.3925e-19,1.0885e+05,1,0.23526,0.721,0.080665,1
1.6537,373.75,537.6,398.47,4.0331e-19,1.0844e+05,1,0.23633,0.722,0.08103,1
1.6546,373.47,537.41,399.31,2.6739e-19,1.0802e+05,1,0.23739,0.723,0.081395,1
1.6555,373.19,537.22,400.15,1.3148e-19,1.076e+05,1,0.23845,0.724,0.08176,1
1.6564,372.91,537.03,400.99,3.6335e-20,1.0719e+05,1,0.23952,0.725,0.082125,1
1.6573,372.63,536.84,401.81,4.5578e-20,1.0679e+05,1,0.24058,0.726,0.08249,1
1.6582,372.35,536.65,402.62,5.4905e-20,1.064e+05,1,0.24165,0.727,0.082855,1
1.6591,372.07,536.47,403.44,6.4319e-20,1.06e+05,1,0.24271,0.728,0.08322,1
1.66,371.79,536.28,404.25,1.3245e-19,1.0561e+05,1,0.24378,0.729,0.083585,1
1.6609,371.52,536.1,405.04,2.5137e-19,1.0524e+05,1,0.24484,0.73,0.08395,1
1.6618,371.25,535.92,405.83,3.7019e-19,1.0486e+05,1,0.24591,0.731,0.084315,1
1.6627,370.97,535.74,406.62,4.889e-19,1.0448e+05,1,0.24697,0.732,0.08468,1
1.6636,370.7,535.57,407.4,5.0649e-19,1.0412e+05,1,0.24804,0.733,0.085045,1
1.6645,370.43,535.39,408.17,4.9717e-19,1.0376e+05,1,0.2491,0.734,0.08541,1
1.6653,370.16,535.22,408.94,4.8777e-19,1.034e+05,1,0.25016,0.735,0.085775,1
1.6662,369.89,535.04,409.71,4.7296e-19,1.0304e+05,1,0.25123,0.736,0.08614,1
1.6671,369.63,534.87,410.45,3.4513e-19,1.027e+05,1,0.25229,0.737,0.086505,1
1.6679,369.36,534.7,411.2,2.1731e-19,1.0236e+05,1,0.25336,0.738,0.08687,1
1.6688,369.1,534.54,411.94,8.9498e-20,1.0202e+05,1,0.25442,0.739,0.087235,1
1.6696,368.84,534.37,412.68,0,1.0168e+05,1,0.25549,0.74,0.0876,1
1.6705,368.58,534.2,413.41,0,1.0135e+05,1,0.25655,0.741,0.087965,1
1.6713,368.32,534.04,414.13,0,1.0103e+05,1,0.25762,0.742,0.08833,1
1.6722,368.06,533.87,414.85,0,1.007e+05,1,0.25868,0.743,0.088695,1
1.673,367.8,533.71,415.57,0,1.0039e+05,1,0.25975,0.744,0.08906,1
1.6738,367.54,533.55,416.27,0,1.0008e+05,1,0.26081,0.745,0.089425,1
1.6747,367.29,533.39,416.97,0,99765,1,0.26187,0.746,0.08979,1
1.6755,367.03,533.23,417.67,0,99455,1,0.26294,0.747,0.090155,1
1.6763,366.78,533.08,418.36,0,99157,1,0.264,0.748,0.09052,1
1.6771,366.53,532.92,419.04,0,98861,1,0.26507,0.749,0.090885,1
1.678,366.28,532.77,419.72,0,98565,1,0.26613,0.75,0.09125,1
1.6788,366.03,532.62,420.39,0,98271,1,0.2672,0.751,0.091615,1
1.6796,365.79,532.47,421.05,0,97989,1,0.26826,0.752,0.09198,1
1.6804,365.54,532.32,421.71,0,97707,1,0.26933,0.753,0.092345,1
1.6812,365.3,532.17,422.37,0,97425,1,0.27039,0.754,0.09271,1
1.682,365.05,532.02,423.03,3.2945e-21,97147,1,0.27146,0.755,0.093075,1
1.6827,364.81,531.87,423.67,1.37e-20,96879,1,0.27252,0.756,0.09344,1
1.6835,364.57,531.73,424.31,2.419e-20,96610,1,0.27358,0.757,0.093805,1
1.6843,364.33,531.58,424.94,3.4768e-20,96341,1,0.27465,0.758,0.09417,1
1.6851,364.09,531.44,425.57,3.9402e-20,96079,1,0.27571,0.759,0.094535,1
1.6859,363.86,531.3,426.19,3.9565e-20,95823,1,0.27678,0.76,0.0949,1
1.6866,363.62,531.16,426.81,3.9726e-20,95566,1,0.27784,0.761,0.095265,1
1.6874,363.39,531.02,427.43,3.9885e-20,95310,1,0.27891,0.762,0.09563,1
1.6881,363.16,530.88,428.04,4.0055e-20,95063,1,0.27997,0.763,0.095995,1
1.6889,362.93,530.74,428.64,4.0228e-20,94818,1,0.28104,0.764,0.09636,1
1.6897,362.69,530.6,429.24,4.0399e-20,94573,1,0.2821,0.765,0.096725,1
1.6904,362.46,530.47,429.84,3.1574e-20,94329,1,0.28317,0.766,0.09709,1
1.6911,362.24,530.33,430.42,-7.7465e-20,94095,1,0.28423,0.767,0.097455,1
1.6919,362.01,530.2,431,-1.8642e-19,93861,1,0.28529,0.768,0.09782,1
1.6926,361.79,530.07,431.58,-2.9529e-19,93627,1,0.28636,0.769,0.098185,1
1.6934,361.56,529.94,432.16,-4.0878e-19,93397,1,0.28742,0.77,0.09855,1
1.6941,361.34,529.81,432.72,-5.315e-19,93173,1,0.28849,0.771,0.098915,1
1.6948,361.12,529.68,433.29,-6.5429e-19,92950,1,0.28955,0.772,0.09928,1
1.6955,360.9,529.55,433.85,-7.7715e-19,92726,1,0.29062,0.773,0.099645,1
1.6962,360.68,529.42,434.41,-7.5614e-19,92509,1,0.29168,0.774,0.10001,1
1.6969,360.47,529.3,434.95,-6.3583e-19,92295,1,0.29275,0.775,0.10038,1
1.6976,360.25,529.17,435.5,-5.1552e-19,92082,1,0.29381,0.776,0.10074,1
1.6983,360.03,529.05,436.05,-3.9519e-19,91868,1,0.29487,0.777,0.10111,1
