"Ma","T","U:0","U:1","U:2","alphat","k","nut","omega","p","rho","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
1.9978,300,694.73,0,0,0.54712,72.397,0.46604,155.35,1.0132e+05,1.174,1,0,0,0.282,1
1.9978,300,694.73,8.2646e-07,0,0.54712,72.392,0.46604,155.34,1.0132e+05,1.174,1,0.0025,0.0025,0.282,1
1.9978,300,694.73,1.6529e-06,0,0.54711,72.387,0.46603,155.32,1.0132e+05,1.174,1,0.005,0.005,0.282,1
1.9978,300,694.73,2.4794e-06,0,0.54711,72.381,0.46603,155.31,1.0132e+05,1.174,1,0.0075,0.0075,0.282,1
1.9978,300,694.73,3.3058e-06,0,0.54711,72.376,0.46603,155.3,1.0132e+05,1.174,1,0.01,0.01,0.282,1
1.9978,300,694.73,4.1323e-06,0,0.5471,72.37,0.46603,155.29,1.0132e+05,1.174,1,0.0125,0.0125,0.282,1
1.9978,300,694.73,4.9588e-06,0,0.5471,72.365,0.46602,155.28,1.0132e+05,1.174,1,0.015,0.015,0.282,1
1.9978,300,694.73,5.7852e-06,0,0.5471,72.36,0.46602,155.27,1.0132e+05,1.174,1,0.0175,0.0175,0.282,1
1.9978,300,694.73,6.6117e-06,0,0.54709,72.354,0.46602,155.26,1.0132e+05,1.174,1,0.02,0.02,0.282,1
1.9978,300,694.73,7.4382e-06,0,0.54709,72.349,0.46601,155.25,1.0132e+05,1.174,1,0.0225,0.0225,0.282,1
1.9978,300,694.73,8.2646e-06,0,0.54709,72.343,0.46601,155.24,1.0132e+05,1.174,1,0.025,0.025,0.282,1
1.9978,300,694.73,9.0911e-06,0,0.54708,72.338,0.46601,155.23,1.0132e+05,1.174,1,0.0275,0.0275,0.282,1
1.9978,300,694.73,9.9175e-06,0,0.54708,72.333,0.46601,155.22,1.0132e+05,1.174,1,0.03,0.03,0.282,1
1.9978,300,694.73,1.0744e-05,0,0.54708,72.327,0.466,155.21,1.0132e+05,1.174,1,0.0325,0.0325,0.282,1
1.9978,300,694.73,1.157e-05,0,0.54707,72.322,0.466,155.2,1.0132e+05,1.174,1,0.035,0.035,0.282,1
1.9978,300,694.73,1.2397e-05,0,0.54707,72.316,0.466,155.19,1.0132e+05,1.174,1,0.0375,0.0375,0.282,1
1.9978,300,694.73,1.3223e-05,0,0.54707,72.311,0.466,155.18,1.0132e+05,1.174,1,0.04,0.04,0.282,1
1.9978,300,694.73,1.405e-05,0,0.54706,72.306,0.46599,155.16,1.0132e+05,1.174,1,0.0425,0.0425,0.282,1
1.9978,300,694.73,1.4876e-05,0,0.54706,72.3,0.46599,155.15,1.0132e+05,1.174,1,0.045,0.045,0.282,1
1.9978,300,694.73,1.5703e-05,0,0.54706,72.295,0.46599,155.14,1.0132e+05,1.174,1,0.0475,0.0475,0.282,1
1.9978,300,694.73,1.6529e-05,0,0.54705,72.289,0.46598,155.13,1.0132e+05,1.174,1,0.05,0.05,0.282,1
1.9978,300,694.73,1.7617e-05,0,0.54705,72.286,0.46598,155.13,1.0132e+05,1.174,1,0.0525,0.0525,0.282,1
1.9978,300,694.73,1.8705e-05,0,0.54705,72.282,0.46598,155.12,1.0132e+05,1.174,1,0.055,0.055,0.282,1
1.9978,300,694.73,1.9793e-05,0,0.54705,72.279,0.46598,155.11,1.0132e+05,1.174,1,0.0575,0.0575,0.282,1
1.9978,300,694.73,2.0881e-05,0,0.54704,72.275,0.46598,155.1,1.0132e+05,1.174,1,0.06,0.06,0.282,1
1.9978,300,694.73,2.1969e-05,0,0.54704,72.271,0.46597,155.1,1.0132e+05,1.174,1,0.0625,0.0625,0.282,1
1.9978,300,694.73,2.3056e-05,0,0.54704,72.268,0.46597,155.09,1.0132e+05,1.174,1,0.065,0.065,0.282,1
1.9978,300,694.73,2.4144e-05,0,0.54704,72.264,0.46597,155.08,1.0132e+05,1.174,1,0.0675,0.0675,0.282,1
1.9978,300,694.73,2.5232e-05,0,0.54704,72.26,0.46597,155.08,1.0132e+05,1.174,1,0.07,0.07,0.282,1
1.9978,300,694.73,2.632e-05,0,0.54703,72.257,0.46597,155.07,1.0132e+05,1.174,1,0.0725,0.0725,0.282,1
1.9978,300,694.73,2.7408e-05,0,0.54703,72.253,0.46596,155.06,1.0132e+05,1.174,1,0.075,0.075,0.282,1
1.9978,300,694.73,2.8496e-05,0,0.54703,72.25,0.46596,155.05,1.0132e+05,1.174,1,0.0775,0.0775,0.282,1
1.9978,300,694.73,2.9584e-05,0,0.54703,72.246,0.46596,155.05,1.0132e+05,1.174,1,0.08,0.08,0.282,1
1.9978,300,694.73,3.0672e-05,0,0.54702,72.242,0.46596,155.04,1.0132e+05,1.174,1,0.0825,0.0825,0.282,1
1.9978,300,694.73,3.1759e-05,0,0.54702,72.239,0.46596,155.03,1.0132e+05,1.174,1,0.085,0.085,0.282,1
1.9978,300,694.73,3.2847e-05,0,0.54702,72.235,0.46596,155.03,1.0132e+05,1.174,1,0.0875,0.0875,0.282,1
1.9978,300,694.73,3.3935e-05,0,0.54702,72.231,0.46595,155.02,1.0132e+05,1.174,1,0.09,0.09,0.282,1
1.9978,300,694.73,3.5023e-05,0,0.54702,72.228,0.46595,155.01,1.0132e+05,1.174,1,0.0925,0.0925,0.282,1
1.9978,300,694.73,3.6111e-05,0,0.54701,72.224,0.46595,155,1.0132e+05,1.174,1,0.095,0.095,0.282,1
1.9978,300,694.73,3.7199e-05,0,0.54701,72.221,0.46595,155,1.0132e+05,1.174,1,0.0975,0.0975,0.282,1
1.9978,300,694.73,3.8287e-05,0,0.54701,72.217,0.46595,154.99,1.0132e+05,1.174,1,0.1,0.1,0.282,1
1.9978,300,694.73,4.0042e-05,0,0.54701,72.213,0.46594,154.98,1.0132e+05,1.174,1,0.1025,0.1025,0.282,1
1.9978,300,694.73,4.1797e-05,0,0.547,72.21,0.46594,154.98,1.0132e+05,1.174,1,0.105,0.105,0.282,1
1.9978,300,694.73,4.3551e-05,0,0.547,72.206,0.46594,154.97,1.0132e+05,1.174,1,0.1075,0.1075,0.282,1
1.9978,300,694.73,4.5306e-05,0,0.547,72.203,0.46594,154.96,1.0132e+05,1.174,1,0.11,0.11,0.282,1
1.9978,300,694.73,4.7061e-05,0,0.547,72.199,0.46594,154.95,1.0132e+05,1.174,1,0.1125,0.1125,0.282,1
1.9978,300,694.73,4.8816e-05,0,0.54699,72.195,0.46593,154.95,1.0132e+05,1.174,1,0.115,0.115,0.282,1
1.9978,300,694.73,5.0571e-05,0,0.54699,72.192,0.46593,154.94,1.0132e+05,1.174,1,0.1175,0.1175,0.282,1
1.9978,300,694.73,5.2326e-05,0,0.54699,72.188,0.46593,154.93,1.0132e+05,1.174,1,0.12,0.12,0.282,1
1.9978,300,694.73,5.4081e-05,0,0.54699,72.184,0.46593,154.93,1.0132e+05,1.174,1,0.1225,0.1225,0.282,1
1.9978,300,694.73,5.5836e-05,0,0.54699,72.181,0.46593,154.92,1.0132e+05,1.174,1,0.125,0.125,0.282,1
1.9978,300,694.73,5.7591e-05,0,0.54698,72.177,0.46592,154.91,1.0132e+05,1.174,1,0.1275,0.1275,0.282,1
1.9978,300,694.73,5.9346e-05,0,0.54698,72.174,0.46592,154.9,1.0132e+05,1.174,1,0.13,0.13,0.282,1
1.9978,300,694.73,6.11e-05,0,0.54698,72.17,0.46592,154.9,1.0132e+05,1.174,1,0.1325,0.1325,0.282,1
1.9978,300,694.73,6.2855e-05,0,0.54698,72.166,0.46592,154.89,1.0132e+05,1.174,1,0.135,0.135,0.282,1
1.9978,300,694.73,6.461e-05,0,0.54697,72.163,0.46592,154.88,1.0132e+05,1.174,1,0.1375,0.1375,0.282,1
1.9978,300,694.73,6.6365e-05,0,0.54697,72.159,0.46591,154.88,1.0132e+05,1.174,1,0.14,0.14,0.282,1
1.9978,300,694.73,6.812e-05,0,0.54697,72.156,0.46591,154.87,1.0132e+05,1.174,1,0.1425,0.1425,0.282,1
1.9978,300,694.73,6.9875e-05,0,0.54697,72.152,0.46591,154.86,1.0132e+05,1.174,1,0.145,0.145,0.282,1
1.9978,300,694.73,7.163e-05,0,0.54697,72.148,0.46591,154.86,1.0132e+05,1.174,1,0.1475,0.1475,0.282,1
1.9978,300,694.73,7.3385e-05,0,0.54696,72.145,0.46591,154.85,1.0132e+05,1.174,1,0.15,0.15,0.282,1
1.9978,300,694.73,7.6169e-05,0,0.54696,72.141,0.4659,154.84,1.0133e+05,1.174,1,0.1525,0.1525,0.282,1
1.9978,300,694.73,7.8954e-05,0,0.54696,72.137,0.4659,154.83,1.0133e+05,1.174,1,0.155,0.155,0.282,1
1.9978,300,694.73,8.1739e-05,0,0.54696,72.134,0.4659,154.83,1.0133e+05,1.174,1,0.1575,0.1575,0.282,1
1.9978,300,694.73,8.4523e-05,0,0.54695,72.13,0.4659,154.82,1.0133e+05,1.174,1,0.16,0.16,0.282,1
1.9978,300,694.73,8.7308e-05,0,0.54695,72.127,0.4659,154.81,1.0133e+05,1.174,1,0.1625,0.1625,0.282,1
1.9978,300,694.73,9.0092e-05,0,0.54695,72.123,0.46589,154.81,1.0133e+05,1.174,1,0.165,0.165,0.282,1
1.9978,300,694.73,9.2877e-05,0,0.54695,72.119,0.46589,154.8,1.0133e+05,1.174,1,0.1675,0.1675,0.282,1
1.9978,300,694.73,9.5662e-05,0,0.54695,72.116,0.46589,154.79,1.0133e+05,1.174,1,0.17,0.17,0.282,1
1.9978,300,694.73,9.8446e-05,0,0.54694,72.112,0.46589,154.78,1.0133e+05,1.174,1,0.1725,0.1725,0.282,1
1.9978,300,694.73,0.00010123,0,0.54694,72.109,0.46589,154.78,1.0133e+05,1.174,1,0.175,0.175,0.282,1
1.9978,300,694.73,0.00010402,0,0.54694,72.105,0.46589,154.77,1.0133e+05,1.174,1,0.1775,0.1775,0.282,1
1.9978,300,694.73,0.0001068,0,0.54694,72.101,0.46588,154.76,1.0133e+05,1.174,1,0.18,0.18,0.282,1
1.9978,300,694.73,0.00010958,0,0.54693,72.098,0.46588,154.76,1.0133e+05,1.174,1,0.1825,0.1825,0.282,1
1.9978,300,694.73,0.00011237,0,0.54693,72.094,0.46588,154.75,1.0133e+05,1.174,1,0.185,0.185,0.282,1
1.9978,300,694.73,0.00011515,0,0.54693,72.091,0.46588,154.74,1.0133e+05,1.174,1,0.1875,0.1875,0.282,1
1.9978,300,694.73,0.00011794,0,0.54693,72.087,0.46588,154.73,1.0133e+05,1.174,1,0.19,0.19,0.282,1
1.9978,300,694.73,0.00012072,0,0.54693,72.083,0.46587,154.73,1.0133e+05,1.174,1,0.1925,0.1925,0.282,1
1.9978,300,694.73,0.00012351,0,0.54692,72.08,0.46587,154.72,1.0133e+05,1.174,1,0.195,0.195,0.282,1
1.9978,300,694.73,0.00012629,0,0.54692,72.076,0.46587,154.71,1.0133e+05,1.174,1,0.1975,0.1975,0.282,1
1.9978,300,694.73,0.00012908,0,0.54692,72.073,0.46587,154.71,1.0133e+05,1.174,1,0.2,0.2,0.282,1
1.9978,300,694.73,0.00013346,0,0.54692,72.069,0.46587,154.7,1.0133e+05,1.174,1,0.2025,0.2025,0.282,1
1.9978,300,694.73,0.00013784,0,0.54691,72.065,0.46586,154.69,1.0133e+05,1.174,1,0.205,0.205,0.282,1
1.9978,300,694.73,0.00014222,0,0.54691,72.062,0.46586,154.68,1.0133e+05,1.174,1,0.2075,0.2075,0.282,1
1.9978,300,694.73,0.0001466,0,0.54691,72.058,0.46586,154.68,1.0133e+05,1.174,1,0.21,0.21,0.282,1
1.9978,300,694.73,0.00015098,0,0.54691,72.055,0.46586,154.67,1.0133e+05,1.174,1,0.2125,0.2125,0.282,1
1.9978,300,694.73,0.00015536,0,0.5469,72.051,0.46586,154.66,1.0133e+05,1.174,1,0.215,0.215,0.282,1
1.9978,300,694.73,0.00015974,0,0.5469,72.047,0.46585,154.66,1.0133e+05,1.174,1,0.2175,0.2175,0.282,1
1.9978,300,694.73,0.00016413,0,0.5469,72.044,0.46585,154.65,1.0133e+05,1.174,1,0.22,0.22,0.282,1
1.9978,300,694.73,0.00016851,0,0.5469,72.04,0.46585,154.64,1.0133e+05,1.174,1,0.2225,0.2225,0.282,1
1.9978,300,694.73,0.00017289,0,0.5469,72.037,0.46585,154.64,1.0133e+05,1.174,1,0.225,0.225,0.282,1
1.9978,300,694.73,0.00017727,0,0.54689,72.033,0.46585,154.63,1.0133e+05,1.174,1,0.2275,0.2275,0.282,1
1.9978,300,694.73,0.00018165,0,0.54689,72.029,0.46584,154.62,1.0133e+05,1.174,1,0.23,0.23,0.282,1
1.9978,300,694.73,0.00018603,0,0.54689,72.026,0.46584,154.61,1.0133e+05,1.174,1,0.2325,0.2325,0.282,1
1.9978,300,694.73,0.00019041,0,0.54689,72.022,0.46584,154.61,1.0133e+05,1.174,1,0.235,0.235,0.282,1
1.9978,300,694.73,0.00019479,0,0.54688,72.019,0.46584,154.6,1.0133e+05,1.174,1,0.2375,0.2375,0.282,1
1.9978,300,694.73,0.00019918,0,0.54688,72.015,0.46584,154.59,1.0133e+05,1.174,1,0.24,0.24,0.282,1
1.9978,300,694.73,0.00020356,0,0.54688,72.011,0.46583,154.59,1.0133e+05,1.174,1,0.2425,0.2425,0.282,1
1.9978,300,694.73,0.00020794,0,0.54688,72.008,0.46583,154.58,1.0133e+05,1.174,1,0.245,0.245,0.282,1
1.9978,300,694.73,0.00021232,0,0.54688,72.004,0.46583,154.57,1.0133e+05,1.174,1,0.2475,0.2475,0.282,1
1.9978,300,694.73,0.0002167,0,0.54687,72.001,0.46583,154.56,1.0133e+05,1.174,1,0.25,0.25,0.282,1
1.9978,300,694.73,0.00022356,0,0.54687,71.997,0.46583,154.56,1.0133e+05,1.174,1,0.2525,0.2525,0.282,1
1.9978,300,694.73,0.00023043,0,0.54687,71.993,0.46582,154.55,1.0133e+05,1.174,1,0.255,0.255,0.282,1
1.9978,300,694.73,0.00023729,0,0.54687,71.99,0.46582,154.54,1.0133e+05,1.174,1,0.2575,0.2575,0.282,1
1.9978,300,694.73,0.00024415,0,0.54686,71.986,0.46582,154.54,1.0133e+05,1.174,1,0.26,0.26,0.282,1
1.9978,300,694.73,0.00025102,0,0.54686,71.983,0.46582,154.53,1.0133e+05,1.174,1,0.2625,0.2625,0.282,1
1.9978,300,694.73,0.00025788,0,0.54686,71.979,0.46582,154.52,1.0133e+05,1.174,1,0.265,0.265,0.282,1
1.9978,300,694.73,0.00026474,0,0.54686,71.975,0.46582,154.52,1.0133e+05,1.174,1,0.2675,0.2675,0.282,1
1.9978,300,694.73,0.00027161,0,0.54686,71.972,0.46581,154.51,1.0133e+05,1.174,1,0.27,0.27,0.282,1
1.9978,300,694.73,0.00027847,0,0.54685,71.968,0.46581,154.5,1.0133e+05,1.174,1,0.2725,0.2725,0.282,1
