"Ma","T","U:0","U:1","U:2","p","rho","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
0.59835,506.15,271.35,56.222,-1.6057e-31,4.0747e+05,2.7982,1,0,0.5,0,1
0.59773,506.15,270.8,56.748,-2.5202e-18,4.0814e+05,2.8028,1,0.0010986,0.501,0.000455,1
0.59711,506.15,270.25,57.274,-5.0405e-18,4.088e+05,2.8073,1,0.0021973,0.502,0.00091,1
0.59649,506.14,269.7,57.8,-7.5609e-18,4.0946e+05,2.8119,1,0.003296,0.503,0.001365,1
0.59587,506.14,269.15,58.326,-1.0081e-17,4.1012e+05,2.8165,1,0.0043946,0.504,0.00182,1
0.59525,506.13,268.61,58.852,-1.2601e-17,4.1078e+05,2.821,1,0.0054932,0.505,0.002275,1
0.59462,506.13,268.06,59.378,-1.5122e-17,4.1144e+05,2.8256,1,0.0065919,0.506,0.00273,1
0.594,506.13,267.51,59.904,-1.7642e-17,4.1211e+05,2.8302,1,0.0076906,0.507,0.003185,1
0.59338,506.12,266.96,60.43,-2.0162e-17,4.1277e+05,2.8348,1,0.0087892,0.508,0.00364,1
0.59276,506.12,266.41,60.956,-2.2682e-17,4.1343e+05,2.8393,1,0.0098878,0.509,0.004095,1
0.59214,506.11,265.86,61.482,-2.5203e-17,4.1409e+05,2.8439,1,0.010986,0.51,0.00455,1
0.59152,506.11,265.32,62.008,-2.7723e-17,4.1475e+05,2.8485,1,0.012085,0.511,0.005005,1
0.5909,506.11,264.77,62.534,-3.0243e-17,4.1541e+05,2.853,1,0.013184,0.512,0.00546,1
0.59028,506.1,264.22,63.06,-3.2764e-17,4.1608e+05,2.8576,1,0.014282,0.513,0.005915,1
0.58966,506.1,263.67,63.586,-3.5284e-17,4.1674e+05,2.8622,1,0.015381,0.514,0.00637,1
0.58904,506.09,263.12,64.112,-3.7804e-17,4.174e+05,2.8667,1,0.01648,0.515,0.006825,1
0.58842,506.09,262.58,64.638,-4.0324e-17,4.1806e+05,2.8713,1,0.017578,0.516,0.00728,1
0.5878,506.09,262.03,65.164,-4.2845e-17,4.1872e+05,2.8759,1,0.018677,0.517,0.007735,1
0.58718,506.08,261.48,65.69,-4.5365e-17,4.1938e+05,2.8804,1,0.019776,0.518,0.00819,1
0.58663,506.07,260.94,66.258,-4.7544e-17,4.2004e+05,2.885,1,0.020874,0.519,0.008645,1
0.58657,505.98,260.5,67.107,-4.7481e-17,4.2061e+05,2.8895,1,0.021973,0.52,0.0091,1
0.5865,505.89,260.06,67.956,-4.7419e-17,4.2119e+05,2.894,1,0.023072,0.521,0.009555,1
0.58644,505.8,259.61,68.805,-4.7356e-17,4.2177e+05,2.8984,1,0.02417,0.522,0.01001,1
0.58638,505.71,259.17,69.653,-4.7294e-17,4.2234e+05,2.9029,1,0.025269,0.523,0.010465,1
0.58631,505.62,258.72,70.502,-4.7231e-17,4.2292e+05,2.9074,1,0.026368,0.524,0.01092,1
0.58625,505.53,258.28,71.351,-4.7169e-17,4.235e+05,2.9119,1,0.027466,0.525,0.011375,1
0.58618,505.44,257.83,72.2,-4.7106e-17,4.2408e+05,2.9164,1,0.028565,0.526,0.01183,1
0.58612,505.36,257.39,73.048,-4.7044e-17,4.2465e+05,2.9209,1,0.029663,0.527,0.012285,1
0.58605,505.27,256.95,73.897,-4.6981e-17,4.2523e+05,2.9254,1,0.030762,0.528,0.01274,1
0.58599,505.18,256.5,74.746,-4.6918e-17,4.2581e+05,2.9298,1,0.031861,0.529,0.013195,1
0.58592,505.09,256.06,75.594,-4.6856e-17,4.2639e+05,2.9343,1,0.032959,0.53,0.01365,1
0.58586,505,255.61,76.443,-4.6793e-17,4.2696e+05,2.9388,1,0.034058,0.531,0.014105,1
0.58579,504.91,255.17,77.292,-4.6731e-17,4.2754e+05,2.9433,1,0.035157,0.532,0.01456,1
0.58573,504.82,254.73,78.141,-4.6668e-17,4.2812e+05,2.9478,1,0.036255,0.533,0.015015,1
0.58567,504.73,254.28,78.989,-4.6606e-17,4.2869e+05,2.9523,1,0.037354,0.534,0.01547,1
0.5856,504.64,253.84,79.838,-4.6543e-17,4.2927e+05,2.9568,1,0.038453,0.535,0.015925,1
0.58554,504.56,253.39,80.687,-4.6481e-17,4.2985e+05,2.9612,1,0.039551,0.536,0.01638,1
