"Ma","T","U:0","U:1","U:2","p","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
1.6041,355.68,599.12,100.14,-3.4522e-18,1.7962e+05,1,0.22162,0.718,0.039894,1
1.6045,355.61,599.23,100.16,-3.4475e-18,1.7948e+05,1,0.22264,0.719,0.040077,1
1.605,355.54,599.35,100.19,-3.4429e-18,1.7934e+05,1,0.22365,0.72,0.04026,1
1.6055,355.48,599.47,100.22,-3.4383e-18,1.7921e+05,1,0.22467,0.721,0.040443,1
1.6059,355.41,599.59,100.24,-3.4336e-18,1.7907e+05,1,0.22569,0.722,0.040626,1
1.6064,355.35,599.71,100.27,-3.4289e-18,1.7893e+05,1,0.2267,0.723,0.040809,1
1.6069,355.28,599.82,100.29,-3.3973e-18,1.7879e+05,1,0.22772,0.724,0.040992,1
1.6072,355.23,599.92,100.29,-3.1665e-18,1.7868e+05,1,0.22874,0.725,0.041175,1
1.6076,355.18,600.02,100.28,-2.9358e-18,1.7857e+05,1,0.22975,0.726,0.041358,1
1.608,355.13,600.12,100.28,-2.7052e-18,1.7845e+05,1,0.23077,0.727,0.041541,1
1.6084,355.08,600.23,100.27,-2.4745e-18,1.7834e+05,1,0.23179,0.728,0.041724,1
1.6087,355.03,600.33,100.27,-2.2438e-18,1.7822e+05,1,0.2328,0.729,0.041907,1
1.6091,354.97,600.43,100.27,-2.0132e-18,1.7811e+05,1,0.23382,0.73,0.04209,1
1.6095,354.92,600.53,100.26,-1.7825e-18,1.7799e+05,1,0.23484,0.731,0.042273,1
1.6099,354.87,600.63,100.26,-1.5519e-18,1.7788e+05,1,0.23585,0.732,0.042456,1
1.6103,354.82,600.73,100.25,-1.3213e-18,1.7776e+05,1,0.23687,0.733,0.042639,1
1.6106,354.77,600.83,100.25,-1.0907e-18,1.7765e+05,1,0.23789,0.734,0.042822,1
1.611,354.72,600.93,100.24,-8.6017e-19,1.7754e+05,1,0.2389,0.735,0.043005,1
1.6114,354.66,601.03,100.24,-6.2961e-19,1.7742e+05,1,0.23992,0.736,0.043188,1
1.6118,354.61,601.13,100.23,-3.9907e-19,1.7731e+05,1,0.24094,0.737,0.043371,1
1.6121,354.56,601.23,100.23,-1.6854e-19,1.7719e+05,1,0.24195,0.738,0.043554,1
1.6125,354.51,601.33,100.22,1.759e-20,1.7708e+05,1,0.24297,0.739,0.043737,1
1.6128,354.48,601.41,100.2,1.9337e-20,1.77e+05,1,0.24399,0.74,0.04392,1
1.613,354.44,601.49,100.17,2.1084e-20,1.7691e+05,1,0.245,0.741,0.044103,1
1.6133,354.4,601.56,100.15,2.2832e-20,1.7682e+05,1,0.24602,0.742,0.044286,1
1.6136,354.36,601.64,100.13,2.4579e-20,1.7673e+05,1,0.24704,0.743,0.044469,1
1.6139,354.33,601.72,100.1,2.6327e-20,1.7664e+05,1,0.24805,0.744,0.044652,1
1.6142,354.29,601.8,100.08,2.8074e-20,1.7656e+05,1,0.24907,0.745,0.044835,1
1.6144,354.25,601.88,100.05,2.9822e-20,1.7647e+05,1,0.25009,0.746,0.045018,1
1.6147,354.22,601.96,100.03,3.157e-20,1.7638e+05,1,0.2511,0.747,0.045201,1
1.615,354.18,602.04,100.01,3.3318e-20,1.7629e+05,1,0.25212,0.748,0.045384,1
1.6153,354.14,602.12,99.981,3.5066e-20,1.762e+05,1,0.25314,0.749,0.045567,1
1.6156,354.11,602.2,99.957,3.6814e-20,1.7612e+05,1,0.25415,0.75,0.04575,1
1.6158,354.07,602.28,99.933,3.8563e-20,1.7603e+05,1,0.25517,0.751,0.045933,1
1.6161,354.03,602.36,99.909,4.0311e-20,1.7594e+05,1,0.25618,0.752,0.046116,1
1.6164,353.99,602.43,99.885,4.206e-20,1.7585e+05,1,0.2572,0.753,0.046299,1
1.6166,353.96,602.51,99.858,-1.8858e-20,1.7577e+05,1,0.25822,0.754,0.046482,1
1.6168,353.94,602.56,99.825,-2.5038e-19,1.7571e+05,1,0.25923,0.755,0.046665,1
1.617,353.91,602.62,99.791,-4.8189e-19,1.7565e+05,1,0.26025,0.756,0.046848,1
1.6172,353.89,602.68,99.757,-7.134e-19,1.7559e+05,1,0.26127,0.757,0.047031,1
1.6174,353.87,602.73,99.723,-9.449e-19,1.7553e+05,1,0.26228,0.758,0.047214,1
1.6176,353.84,602.79,99.689,-1.1764e-18,1.7546e+05,1,0.2633,0.759,0.047397,1
1.6178,353.82,602.85,99.655,-1.4079e-18,1.754e+05,1,0.26432,0.76,0.04758,1
1.6179,353.8,602.9,99.621,-1.6393e-18,1.7534e+05,1,0.26533,0.761,0.047763,1
1.6181,353.77,602.96,99.587,-1.8708e-18,1.7528e+05,1,0.26635,0.762,0.047946,1
1.6183,353.75,603.02,99.553,-2.1023e-18,1.7522e+05,1,0.26737,0.763,0.048129,1
1.6185,353.73,603.07,99.52,-2.3337e-18,1.7516e+05,1,0.26838,0.764,0.048312,1
1.6187,353.7,603.13,99.486,-2.5652e-18,1.751e+05,1,0.2694,0.765,0.048495,1
1.6189,353.68,603.19,99.452,-2.7966e-18,1.7503e+05,1,0.27042,0.766,0.048678,1
1.6191,353.66,603.24,99.418,-3.0281e-18,1.7497e+05,1,0.27143,0.767,0.048861,1
1.6192,353.63,603.3,99.384,-3.2595e-18,1.7491e+05,1,0.27245,0.768,0.049044,1
1.6194,353.62,603.35,99.349,-3.3322e-18,1.7486e+05,1,0.27347,0.769,0.049227,1
1.6195,353.6,603.39,99.313,-3.1011e-18,1.7482e+05,1,0.27448,0.77,0.04941,1
1.6196,353.59,603.42,99.277,-2.8701e-18,1.7478e+05,1,0.2755,0.771,0.049593,1
