"Ma","T","U:0","U:1","U:2","p","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
0.45269,518.46,206.06,46.822,4.1212e-17,4.73e+05,1,0,0.5,0,1
0.45297,518.38,206,47.215,4.2518e-17,4.7319e+05,1,0.001099,0.501,0.000456,1
0.45324,518.29,205.94,47.608,4.3823e-17,4.7338e+05,1,0.0021981,0.502,0.000912,1
0.45351,518.2,205.87,48.001,4.5129e-17,4.7357e+05,1,0.0032972,0.503,0.001368,1
0.45378,518.12,205.81,48.394,4.6434e-17,4.7376e+05,1,0.0043963,0.504,0.001824,1
0.45405,518.03,205.75,48.787,4.7739e-17,4.7395e+05,1,0.0054953,0.505,0.00228,1
0.45432,517.95,205.69,49.18,4.9044e-17,4.7414e+05,1,0.0065944,0.506,0.002736,1
0.45459,517.86,205.62,49.573,5.0349e-17,4.7434e+05,1,0.0076935,0.507,0.003192,1
0.45486,517.77,205.56,49.966,5.1654e-17,4.7453e+05,1,0.0087925,0.508,0.003648,1
0.45513,517.69,205.5,50.36,5.2959e-17,4.7472e+05,1,0.0098916,0.509,0.004104,1
0.4554,517.6,205.44,50.753,5.4264e-17,4.7491e+05,1,0.010991,0.51,0.00456,1
0.45567,517.52,205.37,51.146,5.5569e-17,4.751e+05,1,0.01209,0.511,0.005016,1
0.45594,517.43,205.31,51.539,5.6874e-17,4.7529e+05,1,0.013189,0.512,0.005472,1
0.45621,517.34,205.25,51.933,5.8179e-17,4.7548e+05,1,0.014288,0.513,0.005928,1
0.45648,517.26,205.19,52.326,5.9483e-17,4.7567e+05,1,0.015387,0.514,0.006384,1
0.45682,517.16,205.15,52.743,6.0587e-17,4.7584e+05,1,0.016486,0.515,0.00684,1
0.45808,516.98,205.42,53.447,5.9205e-17,4.7576e+05,1,0.017585,0.516,0.007296,1
0.45934,516.8,205.69,54.151,5.7824e-17,4.7569e+05,1,0.018684,0.517,0.007752,1
0.46061,516.62,205.96,54.855,5.6442e-17,4.7561e+05,1,0.019783,0.518,0.008208,1
0.46187,516.44,206.23,55.559,5.506e-17,4.7553e+05,1,0.020882,0.519,0.008664,1
0.46313,516.26,206.5,56.263,5.3679e-17,4.7545e+05,1,0.021981,0.52,0.00912,1
0.46439,516.08,206.77,56.968,5.2297e-17,4.7537e+05,1,0.02308,0.521,0.009576,1
0.46565,515.9,207.04,57.672,5.0916e-17,4.7529e+05,1,0.024179,0.522,0.010032,1
0.46692,515.71,207.31,58.376,4.9534e-17,4.7522e+05,1,0.025278,0.523,0.010488,1
0.46818,515.53,207.58,59.08,4.8153e-17,4.7514e+05,1,0.026377,0.524,0.010944,1
0.46944,515.35,207.85,59.784,4.6772e-17,4.7506e+05,1,0.027477,0.525,0.0114,1
