"Ma","T","U:0","U:1","U:2","p","rho","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
1.9978,300,694.73,0,0,1.0132e+05,1.174,1,0,0,0.282,1
1.9978,300,694.73,2.8977e-11,0,1.0132e+05,1.174,1,0.0025,0.0025,0.282,1
1.9978,300,694.73,5.7954e-11,0,1.0132e+05,1.174,1,0.005,0.005,0.282,1
1.9978,300,694.73,8.6931e-11,0,1.0132e+05,1.174,1,0.0075,0.0075,0.282,1
1.9978,300,694.73,1.1591e-10,0,1.0132e+05,1.174,1,0.01,0.01,0.282,1
1.9978,300,694.73,1.4488e-10,0,1.0132e+05,1.174,1,0.0125,0.0125,0.282,1
1.9978,300,694.73,1.7386e-10,0,1.0132e+05,1.174,1,0.015,0.015,0.282,1
1.9978,300,694.73,2.0284e-10,0,1.0132e+05,1.174,1,0.0175,0.0175,0.282,1
1.9978,300,694.73,2.3182e-10,0,1.0132e+05,1.174,1,0.02,0.02,0.282,1
1.9978,300,694.73,2.6079e-10,0,1.0132e+05,1.174,1,0.0225,0.0225,0.282,1
1.9978,300,694.73,2.8977e-10,0,1.0132e+05,1.174,1,0.025,0.025,0.282,1
1.9978,300,694.73,3.1875e-10,0,1.0132e+05,1.174,1,0.0275,0.0275,0.282,1
1.9978,300,694.73,3.4772e-10,0,1.0132e+05,1.174,1,0.03,0.03,0.282,1
1.9978,300,694.73,3.8181e-10,0,1.0132e+05,1.174,1,0.0325,0.0325,0.282,1
1.9978,300,694.73,4.2101e-10,0,1.0132e+05,1.174,1,0.035,0.035,0.282,1
1.9978,300,694.73,4.6021e-10,0,1.0132e+05,1.174,1,0.0375,0.0375,0.282,1
1.9978,300,694.73,4.9942e-10,0,1.0132e+05,1.174,1,0.04,0.04,0.282,1
1.9978,300,694.73,5.3862e-10,0,1.0132e+05,1.174,1,0.0425,0.0425,0.282,1
1.9978,300,694.73,5.7782e-10,0,1.0132e+05,1.174,1,0.045,0.045,0.282,1
1.9978,300,694.73,6.1702e-10,0,1.0132e+05,1.174,1,0.0475,0.0475,0.282,1
1.9978,300,694.73,6.5622e-10,0,1.0132e+05,1.174,1,0.05,0.05,0.282,1
1.9978,300,694.73,6.9542e-10,0,1.0132e+05,1.174,1,0.0525,0.0525,0.282,1
1.9978,300,694.73,7.3462e-10,0,1.0132e+05,1.174,1,0.055,0.055,0.282,1
1.9978,300,694.73,7.7382e-10,0,1.0132e+05,1.174,1,0.0575,0.0575,0.282,1
1.9978,300,694.73,8.1302e-10,0,1.0132e+05,1.174,1,0.06,0.06,0.282,1
1.9978,300,694.73,8.5222e-10,0,1.0132e+05,1.174,1,0.0625,0.0625,0.282,1
1.9978,300,694.73,9.1823e-10,0,1.0132e+05,1.174,1,0.065,0.065,0.282,1
1.9978,300,694.73,9.8423e-10,0,1.0132e+05,1.174,1,0.0675,0.0675,0.282,1
1.9978,300,694.73,1.0502e-09,0,1.0132e+05,1.174,1,0.07,0.07,0.282,1
1.9978,300,694.73,1.1162e-09,0,1.0132e+05,1.174,1,0.0725,0.0725,0.282,1
1.9978,300,694.73,1.1822e-09,0,1.0132e+05,1.174,1,0.075,0.075,0.282,1
1.9978,300,694.73,1.2483e-09,0,1.0132e+05,1.174,1,0.0775,0.0775,0.282,1
1.9978,300,694.73,1.3143e-09,0,1.0132e+05,1.174,1,0.08,0.08,0.282,1
1.9978,300,694.73,1.3803e-09,0,1.0132e+05,1.174,1,0.0825,0.0825,0.282,1
1.9978,300,694.73,1.4463e-09,0,1.0132e+05,1.174,1,0.085,0.085,0.282,1
1.9978,300,694.73,1.5123e-09,0,1.0132e+05,1.174,1,0.0875,0.0875,0.282,1
1.9978,300,694.73,1.5783e-09,0,1.0132e+05,1.174,1,0.09,0.09,0.282,1
1.9978,300,694.73,1.6443e-09,0,1.0132e+05,1.174,1,0.0925,0.0925,0.282,1
1.9978,300,694.73,1.7317e-09,0,1.0132e+05,1.174,1,0.095,0.095,0.282,1
1.9978,300,694.73,1.8405e-09,0,1.0132e+05,1.174,1,0.0975,0.0975,0.282,1
1.9978,300,694.73,1.9493e-09,0,1.0132e+05,1.174,1,0.1,0.1,0.282,1
1.9978,300,694.73,2.0581e-09,0,1.0132e+05,1.174,1,0.1025,0.1025,0.282,1
