"Ma","T","U:0","U:1","U:2","p","rho","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
1.9978,300,694.73,0,0,1.0132e+05,1.174,1,0,0,0.519,1
1.9978,300,694.73,1.4697e-10,0,1.0132e+05,1.174,1,0.0025,0.0025,0.519,1
1.9978,300,694.73,2.9393e-10,0,1.0132e+05,1.174,1,0.005,0.005,0.519,1
1.9978,300,694.73,4.409e-10,0,1.0132e+05,1.174,1,0.0075,0.0075,0.519,1
1.9978,300,694.73,5.8787e-10,0,1.0132e+05,1.174,1,0.01,0.01,0.519,1
1.9978,300,694.73,7.3483e-10,0,1.0132e+05,1.174,1,0.0125,0.0125,0.519,1
1.9978,300,694.73,8.818e-10,0,1.0132e+05,1.174,1,0.015,0.015,0.519,1
1.9978,300,694.73,1.0288e-09,0,1.0132e+05,1.174,1,0.0175,0.0175,0.519,1
1.9978,300,694.73,1.1757e-09,0,1.0132e+05,1.174,1,0.02,0.02,0.519,1
1.9978,300,694.73,1.3227e-09,0,1.0132e+05,1.174,1,0.0225,0.0225,0.519,1
1.9978,300,694.73,1.4697e-09,0,1.0132e+05,1.174,1,0.025,0.025,0.519,1
1.9978,300,694.73,1.6166e-09,0,1.0132e+05,1.174,1,0.0275,0.0275,0.519,1
1.9978,300,694.73,1.7636e-09,0,1.0132e+05,1.174,1,0.03,0.03,0.519,1
1.9978,300,694.73,1.9361e-09,0,1.0132e+05,1.174,1,0.0325,0.0325,0.519,1
1.9978,300,694.73,2.1341e-09,0,1.0132e+05,1.174,1,0.035,0.035,0.519,1
1.9978,300,694.73,2.3322e-09,0,1.0132e+05,1.174,1,0.0375,0.0375,0.519,1
1.9978,300,694.73,2.5302e-09,0,1.0132e+05,1.174,1,0.04,0.04,0.519,1
1.9978,300,694.73,2.7283e-09,0,1.0132e+05,1.174,1,0.0425,0.0425,0.519,1
1.9978,300,694.73,2.9263e-09,0,1.0132e+05,1.174,1,0.045,0.045,0.519,1
1.9978,300,694.73,3.1243e-09,0,1.0132e+05,1.174,1,0.0475,0.0475,0.519,1
1.9978,300,694.73,3.3224e-09,0,1.0132e+05,1.174,1,0.05,0.05,0.519,1
1.9978,300,694.73,3.5204e-09,0,1.0132e+05,1.174,1,0.0525,0.0525,0.519,1
1.9978,300,694.73,3.7185e-09,0,1.0132e+05,1.174,1,0.055,0.055,0.519,1
1.9978,300,694.73,3.9165e-09,0,1.0132e+05,1.174,1,0.0575,0.0575,0.519,1
1.9978,300,694.73,4.1145e-09,0,1.0132e+05,1.174,1,0.06,0.06,0.519,1
1.9978,300,694.73,4.3126e-09,0,1.0132e+05,1.174,1,0.0625,0.0625,0.519,1
1.9978,300,694.73,4.6437e-09,0,1.0132e+05,1.174,1,0.065,0.065,0.519,1
1.9978,300,694.73,4.9748e-09,0,1.0132e+05,1.174,1,0.0675,0.0675,0.519,1
1.9978,300,694.73,5.306e-09,0,1.0132e+05,1.174,1,0.07,0.07,0.519,1
1.9978,300,694.73,5.6371e-09,0,1.0132e+05,1.174,1,0.0725,0.0725,0.519,1
1.9978,300,694.73,5.9682e-09,0,1.0132e+05,1.174,1,0.075,0.075,0.519,1
1.9978,300,694.73,6.2993e-09,0,1.0132e+05,1.174,1,0.0775,0.0775,0.519,1
1.9978,300,694.73,6.6304e-09,0,1.0132e+05,1.174,1,0.08,0.08,0.519,1
1.9978,300,694.73,6.9616e-09,0,1.0132e+05,1.174,1,0.0825,0.0825,0.519,1
1.9978,300,694.73,7.2927e-09,0,1.0132e+05,1.174,1,0.085,0.085,0.519,1
1.9978,300,694.73,7.6238e-09,0,1.0132e+05,1.174,1,0.0875,0.0875,0.519,1
1.9978,300,694.73,7.9549e-09,0,1.0132e+05,1.174,1,0.09,0.09,0.519,1
1.9978,300,694.73,8.286e-09,0,1.0132e+05,1.174,1,0.0925,0.0925,0.519,1
1.9978,300,694.73,8.7218e-09,0,1.0132e+05,1.174,1,0.095,0.095,0.519,1
1.9978,300,694.73,9.2622e-09,0,1.0132e+05,1.174,1,0.0975,0.0975,0.519,1
1.9978,300,694.73,9.8027e-09,0,1.0132e+05,1.174,1,0.1,0.1,0.519,1
1.9978,300,694.73,1.0343e-08,0,1.0132e+05,1.174,1,0.1025,0.1025,0.519,1
1.9978,300,694.73,1.0883e-08,0,1.0132e+05,1.174,1,0.105,0.105,0.519,1
1.9978,300,694.73,1.1424e-08,0,1.0132e+05,1.174,1,0.1075,0.1075,0.519,1
1.9978,300,694.73,1.1964e-08,0,1.0132e+05,1.174,1,0.11,0.11,0.519,1
1.9978,300,694.73,1.2505e-08,0,1.0132e+05,1.174,1,0.1125,0.1125,0.519,1
1.9978,300,694.73,1.3045e-08,0,1.0132e+05,1.174,1,0.115,0.115,0.519,1
1.9978,300,694.73,1.3586e-08,0,1.0132e+05,1.174,1,0.1175,0.1175,0.519,1
1.9978,300,694.73,1.4126e-08,0,1.0132e+05,1.174,1,0.12,0.12,0.519,1
1.9978,300,694.73,1.4666e-08,0,1.0132e+05,1.174,1,0.1225,0.1225,0.519,1
1.9978,300,694.73,1.5207e-08,0,1.0132e+05,1.174,1,0.125,0.125,0.519,1
1.9978,300,694.73,1.6077e-08,0,1.0132e+05,1.174,1,0.1275,0.1275,0.519,1
1.9978,300,694.73,1.6946e-08,0,1.0132e+05,1.174,1,0.13,0.13,0.519,1
1.9978,300,694.73,1.7816e-08,0,1.0132e+05,1.174,1,0.1325,0.1325,0.519,1
1.9978,300,694.73,1.8686e-08,0,1.0132e+05,1.174,1,0.135,0.135,0.519,1
1.9978,300,694.73,1.9556e-08,0,1.0132e+05,1.174,1,0.1375,0.1375,0.519,1
1.9978,300,694.73,2.0425e-08,0,1.0132e+05,1.174,1,0.14,0.14,0.519,1
1.9978,300,694.73,2.1295e-08,0,1.0132e+05,1.174,1,0.1425,0.1425,0.519,1
1.9978,300,694.73,2.2165e-08,0,1.0132e+05,1.174,1,0.145,0.145,0.519,1
1.9978,300,694.73,2.3035e-08,0,1.0132e+05,1.174,1,0.1475,0.1475,0.519,1
1.9978,300,694.73,2.3904e-08,0,1.0132e+05,1.174,1,0.15,0.15,0.519,1
1.9978,300,694.73,2.4774e-08,0,1.0132e+05,1.174,1,0.1525,0.1525,0.519,1
1.9978,300,694.73,2.5644e-08,0,1.0132e+05,1.174,1,0.155,0.155,0.519,1
1.9978,300,694.73,2.6773e-08,0,1.0132e+05,1.174,1,0.1575,0.1575,0.519,1
1.9978,300,694.73,2.816e-08,0,1.0132e+05,1.174,1,0.16,0.16,0.519,1
1.9978,300,694.73,2.9548e-08,0,1.0132e+05,1.174,1,0.1625,0.1625,0.519,1
1.9978,300,694.73,3.0936e-08,0,1.0132e+05,1.174,1,0.165,0.165,0.519,1
1.9978,300,694.73,3.2324e-08,0,1.0132e+05,1.174,1,0.1675,0.1675,0.519,1
1.9978,300,694.73,3.3711e-08,0,1.0132e+05,1.174,1,0.17,0.17,0.519,1
1.9978,300,694.73,3.5099e-08,0,1.0132e+05,1.174,1,0.1725,0.1725,0.519,1
1.9978,300,694.73,3.6487e-08,0,1.0132e+05,1.174,1,0.175,0.175,0.519,1
1.9978,300,694.73,3.7875e-08,0,1.0132e+05,1.174,1,0.1775,0.1775,0.519,1
1.9978,300,694.73,3.9263e-08,0,1.0132e+05,1.174,1,0.18,0.18,0.519,1
1.9978,300,694.73,4.065e-08,0,1.0132e+05,1.174,1,0.1825,0.1825,0.519,1
1.9978,300,694.73,4.2038e-08,0,1.0132e+05,1.174,1,0.185,0.185,0.519,1
1.9978,300,694.73,4.3426e-08,0,1.0132e+05,1.174,1,0.1875,0.1875,0.519,1
1.9978,300,694.73,4.5628e-08,0,1.0132e+05,1.174,1,0.19,0.19,0.519,1
1.9978,300,694.73,4.783e-08,0,1.0132e+05,1.174,1,0.1925,0.1925,0.519,1
1.9978,300,694.73,5.0033e-08,0,1.0132e+05,1.174,1,0.195,0.195,0.519,1
1.9978,300,694.73,5.2235e-08,0,1.0132e+05,1.174,1,0.1975,0.1975,0.519,1
1.9978,300,694.73,5.4437e-08,0,1.0132e+05,1.174,1,0.2,0.2,0.519,1
1.9978,300,694.73,5.6639e-08,0,1.0132e+05,1.174,1,0.2025,0.2025,0.519,1
1.9978,300,694.73,5.8842e-08,0,1.0132e+05,1.174,1,0.205,0.205,0.519,1
1.9978,300,694.73,6.1044e-08,0,1.0132e+05,1.174,1,0.2075,0.2075,0.519,1
1.9978,300,694.73,6.3246e-08,0,1.0132e+05,1.174,1,0.21,0.21,0.519,1
1.9978,300,694.73,6.5448e-08,0,1.0132e+05,1.174,1,0.2125,0.2125,0.519,1
1.9978,300,694.73,6.765e-08,0,1.0132e+05,1.174,1,0.215,0.215,0.519,1
1.9978,300,694.73,6.9853e-08,0,1.0132e+05,1.174,1,0.2175,0.2175,0.519,1
1.9978,300,694.73,7.2695e-08,0,1.0132e+05,1.174,1,0.22,0.22,0.519,1
1.9978,300,694.73,7.6177e-08,0,1.0132e+05,1.174,1,0.2225,0.2225,0.519,1
1.9978,300,694.73,7.9659e-08,0,1.0132e+05,1.174,1,0.225,0.225,0.519,1
1.9978,300,694.73,8.3141e-08,0,1.0132e+05,1.174,1,0.2275,0.2275,0.519,1
1.9978,300,694.73,8.6623e-08,0,1.0132e+05,1.174,1,0.23,0.23,0.519,1
1.9978,300,694.73,9.0105e-08,0,1.0132e+05,1.174,1,0.2325,0.2325,0.519,1
1.9978,300,694.73,9.3588e-08,0,1.0132e+05,1.174,1,0.235,0.235,0.519,1
1.9978,300,694.73,9.707e-08,0,1.0132e+05,1.174,1,0.2375,0.2375,0.519,1
1.9978,300,694.73,1.0055e-07,0,1.0132e+05,1.174,1,0.24,0.24,0.519,1
1.9978,300,694.73,1.0403e-07,0,1.0132e+05,1.174,1,0.2425,0.2425,0.519,1
1.9978,300,694.73,1.0752e-07,0,1.0132e+05,1.174,1,0.245,0.245,0.519,1
1.9978,300,694.73,1.11e-07,0,1.0132e+05,1.174,1,0.2475,0.2475,0.519,1
1.9978,300,694.73,1.1448e-07,0,1.0132e+05,1.174,1,0.25,0.25,0.519,1
1.9978,300,694.73,1.1997e-07,0,1.0132e+05,1.174,1,0.2525,0.2525,0.519,1
1.9978,300,694.73,1.2546e-07,0,1.0132e+05,1.174,1,0.255,0.255,0.519,1
1.9978,300,694.73,1.3096e-07,0,1.0132e+05,1.174,1,0.2575,0.2575,0.519,1
1.9978,300,694.73,1.3645e-07,0,1.0132e+05,1.174,1,0.26,0.26,0.519,1
1.9978,300,694.73,1.4194e-07,0,1.0132e+05,1.174,1,0.2625,0.2625,0.519,1
1.9978,300,694.73,1.4743e-07,0,1.0132e+05,1.174,1,0.265,0.265,0.519,1
1.9978,300,694.73,1.5293e-07,0,1.0132e+05,1.174,1,0.2675,0.2675,0.519,1
1.9978,300,694.73,1.5842e-07,0,1.0132e+05,1.174,1,0.27,0.27,0.519,1
1.9978,300,694.73,1.6391e-07,0,1.0132e+05,1.174,1,0.2725,0.2725,0.519,1
1.9978,300,694.73,1.694e-07,0,1.0132e+05,1.174,1,0.275,0.275,0.519,1
1.9978,300,694.73,1.749e-07,0,1.0132e+05,1.174,1,0.2775,0.2775,0.519,1
1.9978,300,694.73,1.8039e-07,0,1.0132e+05,1.174,1,0.28,0.28,0.519,1
1.9978,300,694.73,1.8746e-07,0,1.0132e+05,1.174,1,0.2825,0.2825,0.519,1
1.9978,300,694.73,1.9611e-07,0,1.0132e+05,1.174,1,0.285,0.285,0.519,1
1.9978,300,694.73,2.0475e-07,0,1.0132e+05,1.174,1,0.2875,0.2875,0.519,1
1.9978,300,694.73,2.134e-07,0,1.0132e+05,1.174,1,0.29,0.29,0.519,1
1.9978,300,694.73,2.2205e-07,0,1.0132e+05,1.174,1,0.2925,0.2925,0.519,1
1.9978,300,694.73,2.307e-07,0,1.0132e+05,1.174,1,0.295,0.295,0.519,1
1.9978,300,694.73,2.3935e-07,0,1.0132e+05,1.174,1,0.2975,0.2975,0.519,1
1.9978,300,694.73,2.48e-07,0,1.0132e+05,1.174,1,0.3,0.3,0.519,1
1.9978,300,694.73,2.5664e-07,0,1.0132e+05,1.174,1,0.3025,0.3025,0.519,1
1.9978,300,694.73,2.6529e-07,0,1.0132e+05,1.174,1,0.305,0.305,0.519,1
1.9978,300,694.73,2.7394e-07,0,1.0132e+05,1.174,1,0.3075,0.3075,0.519,1
1.9978,300,694.73,2.8259e-07,0,1.0132e+05,1.174,1,0.31,0.31,0.519,1
1.9978,300,694.73,2.9124e-07,0,1.0132e+05,1.174,1,0.3125,0.3125,0.519,1
1.9978,300,694.73,3.0483e-07,0,1.0132e+05,1.174,1,0.315,0.315,0.519,1
1.9978,300,694.73,3.1843e-07,0,1.0132e+05,1.174,1,0.3175,0.3175,0.519,1
1.9978,300,694.73,3.3203e-07,0,1.0132e+05,1.174,1,0.32,0.32,0.519,1
1.9978,300,694.73,3.4563e-07,0,1.0132e+05,1.174,1,0.3225,0.3225,0.519,1
1.9978,300,694.73,3.5923e-07,0,1.0132e+05,1.174,1,0.325,0.325,0.519,1
1.9978,300,694.73,3.7283e-07,0,1.0132e+05,1.174,1,0.3275,0.3275,0.519,1
1.9978,300,694.73,3.8643e-07,0,1.0132e+05,1.174,1,0.33,0.33,0.519,1
1.9978,300,694.73,4.0003e-07,0,1.0132e+05,1.174,1,0.3325,0.3325,0.519,1
