"Ma","T","U:0","U:1","U:2","p","rho","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
1.9978,300,694.73,0,0,1.0132e+05,1.174,1,0,0,0.373,1
1.9978,300,694.73,4.9026e-11,0,1.0132e+05,1.174,1,0.0025,0.0025,0.373,1
1.9978,300,694.73,9.8053e-11,0,1.0132e+05,1.174,1,0.005,0.005,0.373,1
1.9978,300,694.73,1.4708e-10,0,1.0132e+05,1.174,1,0.0075,0.0075,0.373,1
1.9978,300,694.73,1.9611e-10,0,1.0132e+05,1.174,1,0.01,0.01,0.373,1
1.9978,300,694.73,2.4513e-10,0,1.0132e+05,1.174,1,0.0125,0.0125,0.373,1
1.9978,300,694.73,2.9416e-10,0,1.0132e+05,1.174,1,0.015,0.015,0.373,1
1.9978,300,694.73,3.4319e-10,0,1.0132e+05,1.174,1,0.0175,0.0175,0.373,1
1.9978,300,694.73,3.9221e-10,0,1.0132e+05,1.174,1,0.02,0.02,0.373,1
1.9978,300,694.73,4.4124e-10,0,1.0132e+05,1.174,1,0.0225,0.0225,0.373,1
1.9978,300,694.73,4.9026e-10,0,1.0132e+05,1.174,1,0.025,0.025,0.373,1
1.9978,300,694.73,5.3929e-10,0,1.0132e+05,1.174,1,0.0275,0.0275,0.373,1
1.9978,300,694.73,5.8832e-10,0,1.0132e+05,1.174,1,0.03,0.03,0.373,1
1.9978,300,694.73,6.4593e-10,0,1.0132e+05,1.174,1,0.0325,0.0325,0.373,1
1.9978,300,694.73,7.1213e-10,0,1.0132e+05,1.174,1,0.035,0.035,0.373,1
1.9978,300,694.73,7.7832e-10,0,1.0132e+05,1.174,1,0.0375,0.0375,0.373,1
1.9978,300,694.73,8.4452e-10,0,1.0132e+05,1.174,1,0.04,0.04,0.373,1
1.9978,300,694.73,9.1071e-10,0,1.0132e+05,1.174,1,0.0425,0.0425,0.373,1
1.9978,300,694.73,9.7691e-10,0,1.0132e+05,1.174,1,0.045,0.045,0.373,1
1.9978,300,694.73,1.0431e-09,0,1.0132e+05,1.174,1,0.0475,0.0475,0.373,1
1.9978,300,694.73,1.1093e-09,0,1.0132e+05,1.174,1,0.05,0.05,0.373,1
1.9978,300,694.73,1.1755e-09,0,1.0132e+05,1.174,1,0.0525,0.0525,0.373,1
1.9978,300,694.73,1.2417e-09,0,1.0132e+05,1.174,1,0.055,0.055,0.373,1
1.9978,300,694.73,1.3079e-09,0,1.0132e+05,1.174,1,0.0575,0.0575,0.373,1
1.9978,300,694.73,1.3741e-09,0,1.0132e+05,1.174,1,0.06,0.06,0.373,1
1.9978,300,694.73,1.4403e-09,0,1.0132e+05,1.174,1,0.0625,0.0625,0.373,1
1.9978,300,694.73,1.5514e-09,0,1.0132e+05,1.174,1,0.065,0.065,0.373,1
1.9978,300,694.73,1.6624e-09,0,1.0132e+05,1.174,1,0.0675,0.0675,0.373,1
1.9978,300,694.73,1.7735e-09,0,1.0132e+05,1.174,1,0.07,0.07,0.373,1
1.9978,300,694.73,1.8846e-09,0,1.0132e+05,1.174,1,0.0725,0.0725,0.373,1
1.9978,300,694.73,1.9957e-09,0,1.0132e+05,1.174,1,0.075,0.075,0.373,1
1.9978,300,694.73,2.1067e-09,0,1.0132e+05,1.174,1,0.0775,0.0775,0.373,1
1.9978,300,694.73,2.2178e-09,0,1.0132e+05,1.174,1,0.08,0.08,0.373,1
1.9978,300,694.73,2.3289e-09,0,1.0132e+05,1.174,1,0.0825,0.0825,0.373,1
1.9978,300,694.73,2.44e-09,0,1.0132e+05,1.174,1,0.085,0.085,0.373,1
1.9978,300,694.73,2.5511e-09,0,1.0132e+05,1.174,1,0.0875,0.0875,0.373,1
1.9978,300,694.73,2.6621e-09,0,1.0132e+05,1.174,1,0.09,0.09,0.373,1
1.9978,300,694.73,2.7732e-09,0,1.0132e+05,1.174,1,0.0925,0.0925,0.373,1
1.9978,300,694.73,2.9198e-09,0,1.0132e+05,1.174,1,0.095,0.095,0.373,1
1.9978,300,694.73,3.1021e-09,0,1.0132e+05,1.174,1,0.0975,0.0975,0.373,1
1.9978,300,694.73,3.2843e-09,0,1.0132e+05,1.174,1,0.1,0.1,0.373,1
1.9978,300,694.73,3.4665e-09,0,1.0132e+05,1.174,1,0.1025,0.1025,0.373,1
1.9978,300,694.73,3.6487e-09,0,1.0132e+05,1.174,1,0.105,0.105,0.373,1
1.9978,300,694.73,3.8309e-09,0,1.0132e+05,1.174,1,0.1075,0.1075,0.373,1
1.9978,300,694.73,4.0131e-09,0,1.0132e+05,1.174,1,0.11,0.11,0.373,1
1.9978,300,694.73,4.1954e-09,0,1.0132e+05,1.174,1,0.1125,0.1125,0.373,1
1.9978,300,694.73,4.3776e-09,0,1.0132e+05,1.174,1,0.115,0.115,0.373,1
1.9978,300,694.73,4.5598e-09,0,1.0132e+05,1.174,1,0.1175,0.1175,0.373,1
1.9978,300,694.73,4.742e-09,0,1.0132e+05,1.174,1,0.12,0.12,0.373,1
1.9978,300,694.73,4.9242e-09,0,1.0132e+05,1.174,1,0.1225,0.1225,0.373,1
1.9978,300,694.73,5.1064e-09,0,1.0132e+05,1.174,1,0.125,0.125,0.373,1
1.9978,300,694.73,5.4016e-09,0,1.0132e+05,1.174,1,0.1275,0.1275,0.373,1
1.9978,300,694.73,5.6967e-09,0,1.0132e+05,1.174,1,0.13,0.13,0.373,1
1.9978,300,694.73,5.9919e-09,0,1.0132e+05,1.174,1,0.1325,0.1325,0.373,1
1.9978,300,694.73,6.2871e-09,0,1.0132e+05,1.174,1,0.135,0.135,0.373,1
1.9978,300,694.73,6.5822e-09,0,1.0132e+05,1.174,1,0.1375,0.1375,0.373,1
1.9978,300,694.73,6.8774e-09,0,1.0132e+05,1.174,1,0.14,0.14,0.373,1
1.9978,300,694.73,7.1725e-09,0,1.0132e+05,1.174,1,0.1425,0.1425,0.373,1
1.9978,300,694.73,7.4677e-09,0,1.0132e+05,1.174,1,0.145,0.145,0.373,1
1.9978,300,694.73,7.7628e-09,0,1.0132e+05,1.174,1,0.1475,0.1475,0.373,1
1.9978,300,694.73,8.058e-09,0,1.0132e+05,1.174,1,0.15,0.15,0.373,1
1.9978,300,694.73,8.3531e-09,0,1.0132e+05,1.174,1,0.1525,0.1525,0.373,1
1.9978,300,694.73,8.6483e-09,0,1.0132e+05,1.174,1,0.155,0.155,0.373,1
1.9978,300,694.73,9.0332e-09,0,1.0132e+05,1.174,1,0.1575,0.1575,0.373,1
1.9978,300,694.73,9.5077e-09,0,1.0132e+05,1.174,1,0.16,0.16,0.373,1
1.9978,300,694.73,9.9822e-09,0,1.0132e+05,1.174,1,0.1625,0.1625,0.373,1
1.9978,300,694.73,1.0457e-08,0,1.0132e+05,1.174,1,0.165,0.165,0.373,1
1.9978,300,694.73,1.0931e-08,0,1.0132e+05,1.174,1,0.1675,0.1675,0.373,1
