"Ma","T","U:0","U:1","U:2","p","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
1.0813,436.19,441.12,113.66,-3.3511e-19,3.1239e+05,1,0.07984,0.575,0.027375,1
1.0814,436.16,440.91,114.36,-1.0504e-18,3.1252e+05,1,0.080904,0.576,0.02774,1
1.0816,436.12,440.7,115.07,-1.7657e-18,3.1264e+05,1,0.081969,0.577,0.028105,1
1.0817,436.08,440.48,115.77,-2.4809e-18,3.1277e+05,1,0.083033,0.578,0.02847,1
1.0819,436.05,440.27,116.47,-3.1961e-18,3.1289e+05,1,0.084098,0.579,0.028835,1
1.082,436.01,440.06,117.18,-3.9113e-18,3.1302e+05,1,0.085162,0.58,0.0292,1
1.0821,435.97,439.85,117.88,-4.6264e-18,3.1315e+05,1,0.086227,0.581,0.029565,1
1.0823,435.94,439.64,118.58,-5.3416e-18,3.1327e+05,1,0.087292,0.582,0.02993,1
1.0824,435.9,439.42,119.29,-6.0567e-18,3.134e+05,1,0.088356,0.583,0.030295,1
1.0826,435.86,439.21,119.99,-6.7719e-18,3.1352e+05,1,0.089421,0.584,0.03066,1
1.0827,435.83,439,120.69,-7.4869e-18,3.1365e+05,1,0.090485,0.585,0.031025,1
1.0829,435.79,438.79,121.4,-8.2021e-18,3.1378e+05,1,0.09155,0.586,0.03139,1
1.083,435.75,438.58,122.1,-8.9171e-18,3.139e+05,1,0.092614,0.587,0.031755,1
1.0832,435.72,438.37,122.81,-9.6321e-18,3.1403e+05,1,0.093679,0.588,0.03212,1
1.0833,435.68,438.15,123.51,-1.0347e-17,3.1416e+05,1,0.094743,0.589,0.032485,1
1.0837,435.62,438.06,124.11,-1.0116e-17,3.1414e+05,1,0.095808,0.59,0.03285,1
1.0843,435.51,438.13,124.6,-8.7166e-18,3.1395e+05,1,0.096872,0.591,0.033215,1
1.085,435.41,438.19,125.08,-7.3177e-18,3.1376e+05,1,0.097937,0.592,0.03358,1
1.0857,435.3,438.26,125.56,-5.9188e-18,3.1357e+05,1,0.099001,0.593,0.033945,1
1.0863,435.2,438.32,126.05,-4.52e-18,3.1338e+05,1,0.10007,0.594,0.03431,1
1.087,435.1,438.38,126.53,-3.1212e-18,3.1319e+05,1,0.10113,0.595,0.034675,1
1.0877,434.99,438.45,127.01,-1.7224e-18,3.13e+05,1,0.10219,0.596,0.03504,1
1.0883,434.89,438.51,127.49,-3.2375e-19,3.1281e+05,1,0.10326,0.597,0.035405,1
1.089,434.79,438.57,127.98,1.0749e-18,3.1262e+05,1,0.10432,0.598,0.03577,1
1.0897,434.68,438.64,128.46,2.4735e-18,3.1243e+05,1,0.10539,0.599,0.036135,1
1.0903,434.58,438.7,128.94,3.8721e-18,3.1224e+05,1,0.10645,0.6,0.0365,1
1.091,434.48,438.76,129.43,5.2706e-18,3.1206e+05,1,0.10752,0.601,0.036865,1
1.0917,434.37,438.83,129.91,6.669e-18,3.1187e+05,1,0.10858,0.602,0.03723,1
1.0923,434.27,438.89,130.39,8.0675e-18,3.1168e+05,1,0.10965,0.603,0.037595,1
1.093,434.17,438.95,130.88,9.4658e-18,3.1149e+05,1,0.11071,0.604,0.03796,1
1.0938,434.05,439.09,131.27,1.0492e-17,3.1122e+05,1,0.11178,0.605,0.038325,1
1.0947,433.93,439.29,131.59,1.1178e-17,3.1089e+05,1,0.11284,0.606,0.03869,1
1.0955,433.8,439.49,131.91,1.1865e-17,3.1055e+05,1,0.1139,0.607,0.039055,1
1.0964,433.68,439.69,132.23,1.2551e-17,3.1022e+05,1,0.11497,0.608,0.03942,1
1.0973,433.56,439.89,132.55,1.3237e-17,3.0989e+05,1,0.11603,0.609,0.039785,1
1.0981,433.43,440.09,132.87,1.3923e-17,3.0955e+05,1,0.1171,0.61,0.04015,1
1.099,433.31,440.29,133.19,1.4609e-17,3.0922e+05,1,0.11816,0.611,0.040515,1
1.0999,433.19,440.49,133.51,1.5296e-17,3.0889e+05,1,0.11923,0.612,0.04088,1
1.1007,433.06,440.69,133.83,1.5982e-17,3.0855e+05,1,0.12029,0.613,0.041245,1
1.1016,432.94,440.89,134.15,1.6668e-17,3.0822e+05,1,0.12136,0.614,0.04161,1
1.1025,432.81,441.09,134.47,1.7354e-17,3.0788e+05,1,0.12242,0.615,0.041975,1
1.1033,432.69,441.29,134.78,1.804e-17,3.0755e+05,1,0.12349,0.616,0.04234,1
1.1042,432.57,441.49,135.1,1.8727e-17,3.0722e+05,1,0.12455,0.617,0.042705,1
1.1051,432.44,441.69,135.42,1.9413e-17,3.0688e+05,1,0.12561,0.618,0.04307,1
1.1059,432.32,441.89,135.74,2.0099e-17,3.0655e+05,1,0.12668,0.619,0.043435,1
1.1068,432.2,442.11,135.99,1.9551e-17,3.062e+05,1,0.12774,0.62,0.0438,1
1.1076,432.09,442.34,136.2,1.8169e-17,3.0585e+05,1,0.12881,0.621,0.044165,1
1.1084,431.98,442.57,136.4,1.6788e-17,3.055e+05,1,0.12987,0.622,0.04453,1
1.1093,431.87,442.8,136.61,1.5406e-17,3.0515e+05,1,0.13094,0.623,0.044895,1
1.1101,431.76,443.03,136.81,1.4025e-17,3.048e+05,1,0.132,0.624,0.04526,1
1.1109,431.65,443.26,137.02,1.2643e-17,3.0445e+05,1,0.13307,0.625,0.045625,1
1.1118,431.54,443.49,137.22,1.1262e-17,3.041e+05,1,0.13413,0.626,0.04599,1
1.1126,431.42,443.72,137.43,9.8805e-18,3.0375e+05,1,0.1352,0.627,0.046355,1
1.1134,431.31,443.95,137.64,8.4992e-18,3.034e+05,1,0.13626,0.628,0.04672,1
1.1142,431.2,444.17,137.84,7.118e-18,3.0305e+05,1,0.13732,0.629,0.047085,1
1.1151,431.09,444.4,138.05,5.7368e-18,3.027e+05,1,0.13839,0.63,0.04745,1
1.1159,430.98,444.63,138.25,4.3557e-18,3.0234e+05,1,0.13945,0.631,0.047815,1
1.1167,430.87,444.86,138.46,2.9746e-18,3.0199e+05,1,0.14052,0.632,0.04818,1
1.1176,430.76,445.09,138.66,1.5935e-18,3.0164e+05,1,0.14158,0.633,0.048545,1
1.1184,430.65,445.32,138.87,2.1255e-19,3.0129e+05,1,0.14265,0.634,0.04891,1
1.1191,430.55,445.53,139.02,-7.001e-19,3.0098e+05,1,0.14371,0.635,0.049275,1
1.1198,430.47,445.73,139.15,-1.3838e-18,3.0068e+05,1,0.14478,0.636,0.04964,1
1.1205,430.38,445.93,139.29,-2.0674e-18,3.0038e+05,1,0.14584,0.637,0.050005,1
1.1211,430.3,446.13,139.42,-2.751e-18,3.0008e+05,1,0.14691,0.638,0.05037,1
1.1218,430.21,446.33,139.55,-3.4345e-18,2.9979e+05,1,0.14797,0.639,0.050735,1
1.1225,430.13,446.53,139.68,-4.118e-18,2.9949e+05,1,0.14903,0.64,0.0511,1
1.1231,430.04,446.73,139.81,-4.8014e-18,2.9919e+05,1,0.1501,0.641,0.051465,1
1.1238,429.95,446.93,139.94,-5.4848e-18,2.9889e+05,1,0.15116,0.642,0.05183,1
1.1245,429.87,447.13,140.08,-6.1682e-18,2.9859e+05,1,0.15223,0.643,0.052195,1
1.1252,429.78,447.34,140.21,-6.8515e-18,2.983e+05,1,0.15329,0.644,0.05256,1
1.1258,429.7,447.54,140.34,-7.5347e-18,2.98e+05,1,0.15436,0.645,0.052925,1
1.1265,429.61,447.74,140.47,-8.218e-18,2.977e+05,1,0.15542,0.646,0.05329,1
1.1272,429.53,447.94,140.6,-8.9011e-18,2.974e+05,1,0.15649,0.647,0.053655,1
1.1278,429.44,448.14,140.74,-9.5843e-18,2.9711e+05,1,0.15755,0.648,0.05402,1
1.1285,429.36,448.34,140.87,-1.0267e-17,2.9681e+05,1,0.15862,0.649,0.054385,1
1.129,429.29,448.5,140.97,-9.9125e-18,2.9657e+05,1,0.15968,0.65,0.05475,1
1.1295,429.24,448.64,141.05,-9.2048e-18,2.9635e+05,1,0.16074,0.651,0.055115,1
1.13,429.18,448.79,141.14,-8.4971e-18,2.9613e+05,1,0.16181,0.652,0.05548,1
1.1305,429.12,448.94,141.23,-7.7894e-18,2.959e+05,1,0.16287,0.653,0.055845,1
1.131,429.06,449.09,141.32,-7.0817e-18,2.9568e+05,1,0.16394,0.654,0.05621,1
1.1315,429,449.24,141.41,-6.374e-18,2.9546e+05,1,0.165,0.655,0.056575,1
1.1319,428.95,449.38,141.5,-5.6663e-18,2.9524e+05,1,0.16607,0.656,0.05694,1
1.1324,428.89,449.53,141.58,-4.9586e-18,2.9502e+05,1,0.16713,0.657,0.057305,1
1.1329,428.83,449.68,141.67,-4.2509e-18,2.948e+05,1,0.1682,0.658,0.05767,1
1.1334,428.77,449.83,141.76,-3.5432e-18,2.9458e+05,1,0.16926,0.659,0.058035,1
1.1339,428.72,449.97,141.85,-2.8354e-18,2.9436e+05,1,0.17032,0.66,0.0584,1
1.1344,428.66,450.12,141.94,-2.1277e-18,2.9414e+05,1,0.17139,0.661,0.058765,1
1.1348,428.6,450.27,142.02,-1.42e-18,2.9391e+05,1,0.17245,0.662,0.05913,1
1.1353,428.54,450.42,142.11,-7.1232e-19,2.9369e+05,1,0.17352,0.663,0.059495,1
1.1358,428.48,450.57,142.2,-4.6166e-21,2.9347e+05,1,0.17458,0.664,0.05986,1
1.1361,428.45,450.67,142.27,-4.5293e-19,2.9331e+05,1,0.17565,0.665,0.060225,1
1.1365,428.41,450.76,142.33,-1.1534e-18,2.9317e+05,1,0.17671,0.666,0.06059,1
1.1368,428.38,450.86,142.4,-1.8538e-18,2.9302e+05,1,0.17778,0.667,0.060955,1
1.1371,428.34,450.95,142.46,-2.5543e-18,2.9287e+05,1,0.17884,0.668,0.06132,1
1.1374,428.31,451.05,142.53,-3.2547e-18,2.9272e+05,1,0.17991,0.669,0.061685,1
1.1377,428.28,451.14,142.59,-3.9551e-18,2.9258e+05,1,0.18097,0.67,0.06205,1
1.138,428.24,451.23,142.65,-4.6555e-18,2.9243e+05,1,0.18203,0.671,0.062415,1
1.1383,428.21,451.33,142.72,-5.3558e-18,2.9228e+05,1,0.1831,0.672,0.06278,1
1.1386,428.18,451.42,142.78,-6.0561e-18,2.9214e+05,1,0.18416,0.673,0.063145,1
1.1389,428.14,451.52,142.85,-6.7565e-18,2.9199e+05,1,0.18523,0.674,0.06351,1
1.1392,428.11,451.61,142.91,-7.4567e-18,2.9184e+05,1,0.18629,0.675,0.063875,1
1.1396,428.07,451.7,142.97,-8.157e-18,2.917e+05,1,0.18736,0.676,0.06424,1
1.1399,428.04,451.8,143.04,-8.8572e-18,2.9155e+05,1,0.18842,0.677,0.064605,1
1.1402,428.01,451.89,143.1,-9.5574e-18,2.914e+05,1,0.18949,0.678,0.06497,1
1.1405,427.97,451.99,143.17,-1.0258e-17,2.9126e+05,1,0.19055,0.679,0.065335,1
1.1407,427.96,452.04,143.22,-9.7013e-18,2.9116e+05,1,0.19162,0.68,0.0657,1
1.1408,427.94,452.09,143.27,-8.9983e-18,2.9108e+05,1,0.19268,0.681,0.066065,1
1.141,427.92,452.14,143.32,-8.2953e-18,2.9099e+05,1,0.19374,0.682,0.06643,1
1.1412,427.91,452.19,143.37,-7.5924e-18,2.909e+05,1,0.19481,0.683,0.066795,1
1.1414,427.89,452.23,143.42,-6.8895e-18,2.9082e+05,1,0.19587,0.684,0.06716,1
1.1415,427.88,452.28,143.48,-6.1866e-18,2.9073e+05,1,0.19694,0.685,0.067525,1
1.1417,427.86,452.33,143.53,-5.4837e-18,2.9065e+05,1,0.198,0.686,0.06789,1
1.1419,427.85,452.38,143.58,-4.7809e-18,2.9056e+05,1,0.19907,0.687,0.068255,1
1.1421,427.83,452.43,143.63,-4.078e-18,2.9047e+05,1,0.20013,0.688,0.06862,1
1.1422,427.81,452.48,143.68,-3.3752e-18,2.9039e+05,1,0.2012,0.689,0.068985,1
1.1424,427.8,452.53,143.73,-2.6725e-18,2.903e+05,1,0.20226,0.69,0.06935,1
1.1426,427.78,452.58,143.78,-1.9697e-18,2.9021e+05,1,0.20333,0.691,0.069715,1
1.1428,427.77,452.63,143.84,-1.267e-18,2.9013e+05,1,0.20439,0.692,0.07008,1
1.1429,427.75,452.68,143.89,-5.6423e-19,2.9004e+05,1,0.20545,0.693,0.070445,1
1.1431,427.74,452.72,143.94,1.3846e-19,2.8995e+05,1,0.20652,0.694,0.07081,1
1.1432,427.73,452.74,143.98,1.5219e-18,2.8991e+05,1,0.20758,0.695,0.071175,1
1.1433,427.73,452.76,144.03,2.9263e-18,2.8987e+05,1,0.20865,0.696,0.07154,1
1.1433,427.73,452.77,144.07,4.3306e-18,2.8983e+05,1,0.20971,0.697,0.071905,1
1.1434,427.72,452.79,144.12,5.7347e-18,2.8979e+05,1,0.21078,0.698,0.07227,1
1.1435,427.72,452.8,144.16,7.1388e-18,2.8974e+05,1,0.21184,0.699,0.072635,1
1.1436,427.72,452.82,144.21,8.5427e-18,2.897e+05,1,0.21291,0.7,0.073,1
1.1437,427.71,452.84,144.25,9.9466e-18,2.8966e+05,1,0.21397,0.701,0.073365,1
1.1437,427.71,452.85,144.3,1.135e-17,2.8962e+05,1,0.21504,0.702,0.07373,1
1.1438,427.71,452.87,144.34,1.2754e-17,2.8958e+05,1,0.2161,0.703,0.074095,1
1.1439,427.7,452.88,144.39,1.4158e-17,2.8953e+05,1,0.21716,0.704,0.07446,1
1.144,427.7,452.9,144.43,1.5561e-17,2.8949e+05,1,0.21823,0.705,0.074825,1
1.144,427.7,452.91,144.48,1.6965e-17,2.8945e+05,1,0.21929,0.706,0.07519,1
1.1441,427.69,452.93,144.52,1.8368e-17,2.8941e+05,1,0.22036,0.707,0.075555,1
1.1442,427.69,452.95,144.57,1.9771e-17,2.8937e+05,1,0.22142,0.708,0.07592,1
1.1443,427.69,452.96,144.61,2.1048e-17,2.8933e+05,1,0.22249,0.709,0.076285,1
1.1443,427.69,452.95,144.65,1.963e-17,2.8931e+05,1,0.22355,0.71,0.07665,1
1.1443,427.69,452.95,144.69,1.8211e-17,2.893e+05,1,0.22462,0.711,0.077015,1
1.1443,427.7,452.94,144.74,1.6793e-17,2.8929e+05,1,0.22568,0.712,0.07738,1
1.1443,427.7,452.94,144.78,1.5375e-17,2.8928e+05,1,0.22674,0.713,0.077745,1
1.1443,427.71,452.93,144.82,1.3957e-17,2.8926e+05,1,0.22781,0.714,0.07811,1
1.1444,427.71,452.92,144.86,1.2538e-17,2.8925e+05,1,0.22887,0.715,0.078475,1
1.1444,427.71,452.92,144.9,1.112e-17,2.8924e+05,1,0.22994,0.716,0.07884,1
1.1444,427.72,452.91,144.94,9.702e-18,2.8923e+05,1,0.231,0.717,0.079205,1
1.1444,427.72,452.9,144.98,8.284e-18,2.8921e+05,1,0.23207,0.718,0.07957,1
1.1444,427.73,452.9,145.03,6.866e-18,2.892e+05,1,0.23313,0.719,0.079935,1
1.1444,427.73,452.89,145.07,5.448e-18,2.8919e+05,1,0.2342,0.72,0.0803,1
1.1444,427.74,452.89,145.11,4.0301e-18,2.8918e+05,1,0.23526,0.721,0.080665,1
1.1445,427.74,452.88,145.15,2.6122e-18,2.8916e+05,1,0.23633,0.722,0.08103,1
1.1445,427.74,452.87,145.19,1.1944e-18,2.8915e+05,1,0.23739,0.723,0.081395,1
1.1445,427.75,452.87,145.23,-5.2976e-20,2.8914e+05,1,0.23845,0.724,0.08176,1
1.1445,427.76,452.85,145.27,-4.329e-20,2.8914e+05,1,0.23952,0.725,0.082125,1
1.1444,427.76,452.83,145.31,-3.3581e-20,2.8915e+05,1,0.24058,0.726,0.08249,1
1.1444,427.77,452.81,145.35,-2.3848e-20,2.8916e+05,1,0.24165,0.727,0.082855,1
1.1444,427.78,452.79,145.39,-1.4093e-20,2.8916e+05,1,0.24271,0.728,0.08322,1
1.1444,427.79,452.77,145.43,-4.3137e-21,2.8917e+05,1,0.24378,0.729,0.083585,1
1.1444,427.8,452.75,145.47,5.4881e-21,2.8917e+05,1,0.24484,0.73,0.08395,1
1.1443,427.8,452.74,145.51,1.5313e-20,2.8918e+05,1,0.24591,0.731,0.084315,1
1.1443,427.81,452.72,145.55,2.5163e-20,2.8918e+05,1,0.24697,0.732,0.08468,1
1.1443,427.82,452.7,145.58,3.5034e-20,2.8919e+05,1,0.24804,0.733,0.085045,1
1.1443,427.83,452.68,145.62,4.4928e-20,2.8919e+05,1,0.2491,0.734,0.08541,1
1.1442,427.84,452.66,145.66,5.4847e-20,2.892e+05,1,0.25016,0.735,0.085775,1
1.1442,427.84,452.64,145.7,6.4789e-20,2.892e+05,1,0.25123,0.736,0.08614,1
1.1442,427.85,452.62,145.74,7.4755e-20,2.8921e+05,1,0.25229,0.737,0.086505,1
1.1442,427.86,452.6,145.78,8.4744e-20,2.8921e+05,1,0.25336,0.738,0.08687,1
1.1442,427.87,452.58,145.82,2.2988e-19,2.8922e+05,1,0.25442,0.739,0.087235,1
1.1441,427.88,452.56,145.86,9.3612e-19,2.8923e+05,1,0.25549,0.74,0.0876,1
1.1441,427.89,452.54,145.89,1.6423e-18,2.8924e+05,1,0.25655,0.741,0.087965,1
1.1441,427.9,452.51,145.93,2.3485e-18,2.8926e+05,1,0.25762,0.742,0.08833,1
1.144,427.9,452.49,145.97,3.0546e-18,2.8927e+05,1,0.25868,0.743,0.088695,1
1.144,427.91,452.46,146.01,3.7607e-18,2.8929e+05,1,0.25975,0.744,0.08906,1
1.1439,427.92,452.44,146.04,4.4667e-18,2.893e+05,1,0.26081,0.745,0.089425,1
1.1439,427.93,452.41,146.08,5.1726e-18,2.8931e+05,1,0.26187,0.746,0.08979,1
1.1439,427.94,452.39,146.12,5.8786e-18,2.8933e+05,1,0.26294,0.747,0.090155,1
1.1438,427.95,452.36,146.16,6.5845e-18,2.8934e+05,1,0.264,0.748,0.09052,1
1.1438,427.96,452.34,146.19,7.2903e-18,2.8936e+05,1,0.26507,0.749,0.090885,1
1.1438,427.97,452.32,146.23,7.9961e-18,2.8937e+05,1,0.26613,0.75,0.09125,1
1.1437,427.98,452.29,146.27,8.7018e-18,2.8938e+05,1,0.2672,0.751,0.091615,1
1.1437,427.99,452.27,146.31,9.4075e-18,2.894e+05,1,0.26826,0.752,0.09198,1
1.1437,428,452.24,146.34,1.0113e-17,2.8941e+05,1,0.26933,0.753,0.092345,1
1.1436,428.01,452.22,146.38,1.0244e-17,2.8942e+05,1,0.27039,0.754,0.09271,1
1.1436,428.01,452.19,146.42,8.8088e-18,2.8944e+05,1,0.27146,0.755,0.093075,1
1.1435,428.02,452.17,146.45,7.374e-18,2.8946e+05,1,0.27252,0.756,0.09344,1
1.1435,428.03,452.14,146.49,5.9392e-18,2.8947e+05,1,0.27358,0.757,0.093805,1
1.1435,428.04,452.12,146.53,4.5045e-18,2.8949e+05,1,0.27465,0.758,0.09417,1
1.1434,428.05,452.09,146.56,3.0699e-18,2.8951e+05,1,0.27571,0.759,0.094535,1
1.1434,428.06,452.06,146.6,1.6353e-18,2.8952e+05,1,0.27678,0.76,0.0949,1
1.1433,428.07,452.04,146.64,2.0089e-19,2.8954e+05,1,0.27784,0.761,0.095265,1
1.1433,428.08,452.01,146.67,-1.2336e-18,2.8956e+05,1,0.27891,0.762,0.09563,1
1.1433,428.08,451.99,146.71,-2.6679e-18,2.8957e+05,1,0.27997,0.763,0.095995,1
1.1432,428.09,451.96,146.74,-4.1022e-18,2.8959e+05,1,0.28104,0.764,0.09636,1
1.1432,428.1,451.94,146.78,-5.5363e-18,2.8961e+05,1,0.2821,0.765,0.096725,1
1.1431,428.11,451.91,146.82,-6.9704e-18,2.8962e+05,1,0.28317,0.766,0.09709,1
1.1431,428.12,451.89,146.85,-8.4046e-18,2.8964e+05,1,0.28423,0.767,0.097455,1
1.1431,428.13,451.86,146.89,-9.8385e-18,2.8966e+05,1,0.28529,0.768,0.09782,1
1.143,428.14,451.83,146.92,-1.0283e-17,2.8967e+05,1,0.28636,0.769,0.098185,1
1.143,428.14,451.81,146.96,-8.833e-18,2.8969e+05,1,0.28742,0.77,0.09855,1
1.143,428.15,451.79,146.99,-7.3834e-18,2.8971e+05,1,0.28849,0.771,0.098915,1
