"Ma","T","U:0","U:1","U:2","p","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
1.3266,395.66,552.03,32.272,1.7342e-17,1.9836e+05,1,0,0.5,0,1
1.3229,396.29,550.66,32.921,1.6125e-17,1.9972e+05,1,0.0010645,0.501,0.000365,1
1.3193,396.93,549.29,33.571,1.4909e-17,2.0108e+05,1,0.002129,0.502,0.00073,1
1.3157,397.56,547.92,34.221,1.3691e-17,2.0243e+05,1,0.0031936,0.503,0.001095,1
1.312,398.19,546.54,34.871,1.2475e-17,2.0379e+05,1,0.0042581,0.504,0.00146,1
1.3084,398.83,545.17,35.52,1.1258e-17,2.0514e+05,1,0.0053226,0.505,0.001825,1
1.3048,399.46,543.8,36.17,1.0041e-17,2.065e+05,1,0.0063872,0.506,0.00219,1
1.3011,400.09,542.43,36.82,8.8241e-18,2.0785e+05,1,0.0074517,0.507,0.002555,1
1.2975,400.72,541.06,37.47,7.6073e-18,2.0921e+05,1,0.0085163,0.508,0.00292,1
1.2939,401.36,539.68,38.12,6.3906e-18,2.1056e+05,1,0.0095808,0.509,0.003285,1
1.2902,401.99,538.31,38.77,5.174e-18,2.1192e+05,1,0.010645,0.51,0.00365,1
1.2866,402.62,536.94,39.42,3.9574e-18,2.1327e+05,1,0.01171,0.511,0.004015,1
1.283,403.26,535.57,40.07,2.7407e-18,2.1463e+05,1,0.012774,0.512,0.00438,1
1.2793,403.89,534.2,40.72,1.5242e-18,2.1598e+05,1,0.013839,0.513,0.004745,1
1.2757,404.52,532.82,41.37,3.077e-19,2.1734e+05,1,0.014903,0.514,0.00511,1
1.2719,405.19,531.37,42.071,-8.1853e-19,2.1878e+05,1,0.015968,0.515,0.005475,1
1.2658,406.23,528.93,43.403,-8.2604e-19,2.2126e+05,1,0.017032,0.516,0.00584,1
1.2597,407.27,526.49,44.736,-8.3356e-19,2.2374e+05,1,0.018097,0.517,0.006205,1
1.2537,408.31,524.05,46.068,-8.411e-19,2.2622e+05,1,0.019162,0.518,0.00657,1
1.2476,409.35,521.61,47.401,-8.4867e-19,2.287e+05,1,0.020226,0.519,0.006935,1
1.2415,410.39,519.17,48.733,-8.5625e-19,2.3118e+05,1,0.021291,0.52,0.0073,1
1.2354,411.43,516.73,50.065,-8.6384e-19,2.3366e+05,1,0.022355,0.521,0.007665,1
1.2294,412.47,514.29,51.398,-8.7146e-19,2.3614e+05,1,0.02342,0.522,0.00803,1
1.2233,413.51,511.86,52.73,-8.791e-19,2.3862e+05,1,0.024484,0.523,0.008395,1
1.2172,414.55,509.42,54.062,-8.8676e-19,2.411e+05,1,0.025549,0.524,0.00876,1
1.2111,415.6,506.98,55.395,-8.9443e-19,2.4358e+05,1,0.026613,0.525,0.009125,1
1.2051,416.64,504.54,56.727,-9.0213e-19,2.4606e+05,1,0.027678,0.526,0.00949,1
1.199,417.68,502.1,58.06,-9.0984e-19,2.4854e+05,1,0.028742,0.527,0.009855,1
1.1929,418.72,499.66,59.392,-9.1757e-19,2.5102e+05,1,0.029807,0.528,0.01022,1
1.1868,419.76,497.22,60.725,-9.2532e-19,2.535e+05,1,0.030871,0.529,0.010585,1
1.1811,420.74,494.87,62.055,-8.371e-19,2.559e+05,1,0.031936,0.53,0.01095,1
1.1772,421.37,493.07,63.376,-2.017e-19,2.5782e+05,1,0.033,0.531,0.011315,1
1.1733,422,491.26,64.697,4.3366e-19,2.5974e+05,1,0.034065,0.532,0.01168,1
1.1694,422.63,489.46,66.018,1.069e-18,2.6167e+05,1,0.035129,0.533,0.012045,1
1.1656,423.27,487.65,67.339,1.7044e-18,2.6359e+05,1,0.036194,0.534,0.01241,1
1.1617,423.9,485.85,68.66,2.3397e-18,2.6552e+05,1,0.037259,0.535,0.012775,1
1.1578,424.53,484.04,69.981,2.9751e-18,2.6744e+05,1,0.038323,0.536,0.01314,1
1.1539,425.16,482.23,71.302,3.6104e-18,2.6936e+05,1,0.039388,0.537,0.013505,1
1.1501,425.79,480.43,72.623,4.2457e-18,2.7129e+05,1,0.040452,0.538,0.01387,1
1.1462,426.43,478.62,73.944,4.881e-18,2.7321e+05,1,0.041517,0.539,0.014235,1
1.1423,427.06,476.82,75.265,5.5164e-18,2.7514e+05,1,0.042581,0.54,0.0146,1
1.1384,427.69,475.01,76.586,6.1517e-18,2.7706e+05,1,0.043646,0.541,0.014965,1
1.1346,428.32,473.2,77.908,6.787e-18,2.7898e+05,1,0.04471,0.542,0.01533,1
1.1307,428.95,471.4,79.229,7.4223e-18,2.8091e+05,1,0.045775,0.543,0.015695,1
1.1268,429.59,469.59,80.55,8.0576e-18,2.8283e+05,1,0.046839,0.544,0.01606,1
1.1233,430.15,467.93,81.839,8.5824e-18,2.846e+05,1,0.047904,0.545,0.016425,1
1.1212,430.46,466.75,83.017,8.7242e-18,2.8586e+05,1,0.048968,0.546,0.01679,1
1.1191,430.78,465.57,84.195,8.8661e-18,2.8712e+05,1,0.050033,0.547,0.017155,1
1.117,431.09,464.4,85.373,9.0079e-18,2.8837e+05,1,0.051097,0.548,0.01752,1
1.1149,431.41,463.22,86.551,9.1498e-18,2.8963e+05,1,0.052162,0.549,0.017885,1
1.1129,431.72,462.04,87.729,9.2916e-18,2.9088e+05,1,0.053227,0.55,0.01825,1
1.1108,432.04,460.86,88.907,9.4334e-18,2.9214e+05,1,0.054291,0.551,0.018615,1
1.1087,432.35,459.69,90.085,9.5752e-18,2.9339e+05,1,0.055356,0.552,0.01898,1
1.1066,432.67,458.51,91.263,9.7171e-18,2.9465e+05,1,0.05642,0.553,0.019345,1
1.1045,432.98,457.33,92.441,9.8589e-18,2.959e+05,1,0.057485,0.554,0.01971,1
1.1024,433.3,456.15,93.619,1.0001e-17,2.9716e+05,1,0.058549,0.555,0.020075,1
1.1003,433.61,454.98,94.797,1.0143e-17,2.9842e+05,1,0.059614,0.556,0.02044,1
1.0982,433.93,453.8,95.975,1.0284e-17,2.9967e+05,1,0.060678,0.557,0.020805,1
1.0961,434.24,452.62,97.153,1.0426e-17,3.0093e+05,1,0.061743,0.558,0.02117,1
1.094,434.56,451.45,98.331,1.0568e-17,3.0218e+05,1,0.062807,0.559,0.021535,1
1.0923,434.81,450.43,99.443,1.0453e-17,3.0325e+05,1,0.063872,0.56,0.0219,1
1.0916,434.9,449.8,100.4,9.7333e-18,3.0387e+05,1,0.064936,0.561,0.022265,1
1.0908,435,449.17,101.35,9.0139e-18,3.0449e+05,1,0.066001,0.562,0.02263,1
1.09,435.1,448.54,102.3,8.2945e-18,3.0511e+05,1,0.067065,0.563,0.022995,1
1.0893,435.19,447.91,103.26,7.5751e-18,3.0574e+05,1,0.06813,0.564,0.02336,1
1.0885,435.29,447.28,104.21,6.8558e-18,3.0636e+05,1,0.069194,0.565,0.023725,1
1.0878,435.38,446.64,105.17,6.1364e-18,3.0698e+05,1,0.070259,0.566,0.02409,1
1.087,435.48,446.01,106.12,5.4171e-18,3.076e+05,1,0.071324,0.567,0.024455,1
1.0862,435.57,445.38,107.07,4.6978e-18,3.0822e+05,1,0.072388,0.568,0.02482,1
1.0855,435.67,444.75,108.03,3.9786e-18,3.0884e+05,1,0.073453,0.569,0.025185,1
1.0847,435.76,444.12,108.98,3.2593e-18,3.0947e+05,1,0.074517,0.57,0.02555,1
1.084,435.86,443.49,109.94,2.5401e-18,3.1009e+05,1,0.075582,0.571,0.025915,1
1.0832,435.95,442.86,110.89,1.8209e-18,3.1071e+05,1,0.076646,0.572,0.02628,1
1.0825,436.05,442.22,111.84,1.1017e-18,3.1133e+05,1,0.077711,0.573,0.026645,1
1.0817,436.15,441.59,112.8,3.8258e-19,3.1195e+05,1,0.078775,0.574,0.02701,1
